Entry	EC number
Q7X7E9	6.5.1.1
B5YD88	6.5.1.1
P0C990	6.5.1.1
Q4KFH1	6.5.1.2
B2RIT4	6.3.2.4
A4VII0	6.3.2.4
P09826	6.3.1.2
P00964	6.3.1.2
Q6FDW0	6.5.1.2
B9JY41	6.5.1.2
A6UQN4	6.3.5.5
B3PI90	6.3.3.3
B8GVE1	6.3.3.3
Q74J34	6.3.5.5
Q827Q8	6.3.5.5
Q8TNY4	6.3.5.5
A5VSF3	6.2.1.1
A0LUB9	6.3.4.5
A9IL50	6.3.4.5
C1D6V9	6.2.1.1
A1U2S9	6.2.1.1
Q86V21	6.2.1.16
Q7NWJ5	6.3.4.5
B2U6V1	6.2.1.1
F4KBF3	6.2.1.-
Q6LPR5	6.3.3.3
Q8PF09	6.2.1.1
P11497	6.4.1.2; 6.3.4.14
Q8S6N5	6.4.1.2; 6.3.4.14
P37798	6.3.4.14; 6.4.1.2
A6WV13	6.3.4.5
Q31UP3	6.3.1.1
Q30QT1	6.3.4.5
C4LK80	6.2.1.14; 2.3.1.47
Q4FNX4	6.3.4.5
Q67KE1	6.3.4.5
Q6LVG8	6.3.4.5
O27566	6.3.3.7
Q2JKS2	6.3.4.5
A1KJ75	6.3.4.5
Q8TJZ6	6.4.1.9
Q12D55	6.3.4.5
Q3IME2	6.3.4.5
A8G7L2	6.3.4.5
Q5F5G5	6.3.4.5
A5GX16	6.3.4.5
P22822	6.2.1.14
A6UWX4	6.2.1.14
Q3AVL9	6.3.4.5
Q317T4	6.3.4.5
A7FJE9	6.3.4.5
Q1CGZ2	6.3.4.5
Q84P23	6.2.1.-
B4U1S6	6.3.1.1
Q99YU0	6.3.1.1
Q38ZM8	6.3.2.4
P63626	6.3.1.1
Q1JKW9	6.3.1.1
B0TL85	6.3.4.5
Q31W50	6.3.4.5
C1CMR7	6.3.1.1
Q8NXF2	6.3.4.5
O53076	6.2.1.22
Q8LQM5	6.3.2.-
Q7SB49	6.5.1.1
P08281	6.3.1.2
O82560	6.3.1.2
Q8FL25	6.1.1.-
P23794	6.3.1.2
A1VRF5	6.1.1.-
A5VRG5	6.5.1.2
B7V1D6	6.1.1.-
Q732I3	6.3.5.5
P58893	6.3.5.5
P41216	6.2.1.3; 6.2.1.15; 6.2.1.24
Q5F5C8	6.3.4.15; 2.7.1.33
Q72PK5	6.3.5.5
A1A0T4	6.3.5.5
Q9HK17	6.3.5.5
B2GI87	6.3.5.5
P36838	6.3.5.5
Q8DUP4	6.3.5.5
B8HNL6	6.3.3.3
Q14HR7	6.3.3.3
B9JV43	6.2.1.1
Q5UZQ7	6.3.2.31; 6.3.2.34
A1UR36	6.2.1.1
Q469Z7	6.3.5.5
Q57B76	6.2.1.1
Q46E62	6.3.2.31; 6.3.2.34
A9AB07	6.3.2.31; 6.3.2.34
Q1LL27	6.2.1.1
O28995	6.3.5.5
Q5HVA9	6.3.4.5
A1BG29	6.3.4.5
A9KY56	6.2.1.1
Q0SRK2	6.3.1.1
B4RFX6	6.3.3.3
Q2NXE2	6.2.1.1
Q66FM8	6.2.1.1
B7MAG0	6.2.1.48
A7ZS69	6.3.4.5
B7H6Q5	6.-.-.-
Q8GB18	6.2.1.48
B7LWM8	6.2.1.48
B5F750	6.2.1.48
B4SEQ2	6.-.-.-
Q8X9B6	6.3.4.14; 6.4.1.2
Q5M189	6.3.1.1
Q5HHC4	6.3.4.5
P63644	6.3.4.5
Q2NHT6	6.5.-.-
Q9V2C5	6.5.-.-
Q1AVG0	6.5.-.-
Q98KP1	6.3.5.9
P54420	6.3.5.4
P0A6E4	6.3.4.5
B5XUP2	2.3.1.40; 6.2.1.20
B1MZP4	6.3.4.5
B2A2Z6	6.3.2.4
P19088	6.5.1.1
Q67480	6.5.1.1
B4RQC3	6.3.2.4
B7UVJ3	6.5.1.2
Q57635	6.5.1.1
B0K485	6.3.2.4
B9MIW4	6.5.1.2
P15925	6.3.2.17
Q86B00	6.3.1.2
Q59747	6.3.1.2
P20805	6.3.1.2
C1DN27	6.5.1.2
C3PBP1	6.5.1.2
B6EGB3	6.3.2.2
C3L543	6.5.1.2
B7HSW5	6.5.1.2
Q6HP94	6.5.1.2
B1VG49	6.3.2.4
Q89AD8	6.3.2.2
Q42624	6.3.1.2
C5C687	6.3.5.5
Q0BBD5	6.3.3.3
B1YIR9	6.3.5.5
Q8DEM2	6.3.5.5
Q8KWS8	6.3.2.49
Q5REB8	6.2.1.1; 6.2.1.17
Q8NJN3	6.2.1.1
B6EMN8	6.3.4.5
Q9SZX3	6.3.4.5
B5FBP4	6.3.4.5
Q97JB1	6.3.5.11
B2JD61	6.2.1.1
C3P6N8	6.3.1.1
Q8ZMA4	2.3.1.40; 6.2.1.20
Q7ZYC4	6.2.1.3; 6.2.1.15
B7NR46	6.3.1.1
Q9VLL0	6.2.1.-
A5IHA3	6.3.4.5
B7UI83	6.2.1.48
Q9KSZ1	6.3.3.3
A5CY11	6.3.3.3
A5UH70	6.3.1.1
O04983	6.3.4.14; 6.4.1.2
Q7NA83	6.3.1.1
C9K7C1	6.3.2.-
A8LE46	6.3.4.5
Q7NCP5	6.3.4.5
A8AP56	2.3.1.40; 6.2.1.20
P49094	6.3.5.4
A5U6Z2	6.3.2.4
A1KMX5	6.3.2.4
Q2Y641	6.3.2.4
P0C0M2	6.3.2.-
A2SR38	6.5.1.1
P9WQ57	6.2.1.-
P14656	6.3.1.2
P13499	6.3.1.2
A7FPH8	6.3.2.4
Q9CLP2	6.3.1.2
P0C397	6.2.1.54
B1I3W6	6.3.2.4
Q874T6	6.3.1.2
A7ZQC1	6.3.2.2
Q6LMV1	6.3.2.2
P9WQA1	6.3.5.7
A4XP63	6.3.2.2
A0PPX4	6.3.5.7
Q4QLF6	6.3.2.4
F5RH07	6.3.4.12
Q21EP1	6.3.2.2
B7HSX9	6.3.5.-
P9WQ49	6.2.1.-
A9MFZ5	6.3.2.2
P9WQ48	6.2.1.-
Q8G044	6.3.2.4
C1CKI0	6.5.1.2
Q6NH15	6.3.5.5
B7JLX3	6.3.3.3
P0A6F2	6.3.5.5
Q97AJ4	6.3.5.5
B2THH3	6.3.5.5
Q8YIC2	6.3.5.5
O50236	6.3.5.5
O50302	6.3.5.5
P63729	6.3.5.5
A5N6Q7	6.3.3.3
A8L2N1	6.3.3.3
Q11QU6	6.3.3.3
Q8UBV5	6.2.1.1
Q3ITB6	6.3.2.31; 6.3.2.34
A1W9F9	6.3.4.5
Q752N9	6.3.5.5
A5FWI5	6.3.4.5
A1CA18	6.3.5.5
Q1QJL1	6.3.3.3
P78820	6.4.1.2; 6.3.4.14
B7MB92	6.3.4.5
A5V5Q4	6.3.3.3
Q65WL7	6.3.1.1
B1HPX8	6.-.-.-
P24532	6.3.4.5
Q8ZLT0	6.3.4.5
Q0HDU8	6.3.4.5
Q59014	6.3.4.15
Q8TY02	6.5.-.-
P63645	6.3.4.5
P0CN09	6.5.1.1
B2VGA8	6.3.4.5
Q27772	1.5.1.5; 3.5.4.9; 6.3.4.3
A1CLY8	2.3.1.-; 6.3.2.-
B5ED13	6.3.4.5
Q5FUA8	6.3.4.5
A5UFF8	6.3.4.5
P44315	6.3.4.5
A6SW90	6.3.4.5
Q31H63	6.3.4.5
P57799	6.3.4.5
A9KHL4	6.3.4.5
Q8Y8P1	6.3.2.4
P9WQ61	6.2.1.50
A3BLS0	6.3.2.-
A7HVV0	6.3.2.4
Q3AV89	6.3.2.4
A6UNY0	6.5.1.1
Q319I3	6.3.2.4
C1F7S7	6.5.1.2
S3DB78	6.2.1.-
Q819S3	6.3.5.5
O35547	6.2.1.3; 6.2.1.15
Q9ZGE6	6.6.1.1
Q9AMS4	6.3.3.3
Q9K8V7	6.3.5.5
Q14DH7	6.2.1.1; 6.2.1.17
Q5SKN1	6.3.5.5
Q6BS00	6.2.1.1
Q5P5G2	6.4.1.8
A4YK73	6.2.1.1
Q0VSR6	6.2.1.1
Q58178	6.3.2.31; 6.3.2.34
Q39EK2	6.2.1.1
A2R9B9	6.3.5.5
Q9K9V8	6.3.5.5
Q9X928	6.2.1.1
Q2KHW5	6.2.1.3
B2JZ75	2.3.1.40; 6.2.1.20
Q1C0N0	6.2.1.1
Q81WC2	6.-.-.-
Q3Z5X2	6.2.1.48
Q1IPL8	6.-.-.-
Q57HW6	6.3.1.1
Q6GHQ8	6.-.-.-
Q21DC6	6.3.4.5
A4WVX3	6.3.4.5
A7NPB0	6.3.4.5
Q8E1B0	6.3.1.1
Q21HZ6	6.3.4.5
A5VIS1	6.3.2.4
A2RDJ5	6.3.1.1
B9DIU4	6.3.4.5
O51752	4.1.1.36; 6.3.2.5
Q0VCR7	6.3.4.3
B1YJ35	6.3.4.5
C5D679	6.3.4.5
Q2SCE5	6.3.4.5
P49093	6.3.5.4
Q0I4M1	6.3.4.5
Q1R7H5	2.3.1.40; 6.2.1.20
Q7TXH9	6.3.2.4
P44121	6.5.1.1
B4ETX3	6.3.2.4
A8F8C8	6.3.2.4
B7GZ71	6.5.1.2
P20477	6.3.1.2
A8F453	6.3.5.5
Q8DUP3	6.3.5.5
Q8ZY49	6.3.5.5
Q9CKV3	6.3.5.5
Q5M0W9	6.3.5.5
Q8CPJ5	6.3.5.5
A1VY27	6.3.3.3
Q9K8V6	6.3.5.5
C3KZ35	6.3.3.3
A0Q635	6.3.3.3
A2SQ53	6.3.5.5
Q7U7F9	6.3.5.5
A3MG40	6.2.1.1
Q7NSY7	6.2.1.1
A6TL10	6.3.4.5
B7JS06	6.3.4.5
Q04P35	6.2.1.1
Q17WR1	6.2.1.1
Q2U913	6.3.5.5
P14568	6.3.4.5
Q1BLH4	6.3.4.5
Q8W471	6.2.1.20
C1CXR6	6.3.4.5
Q5SWU9	6.4.1.2; 6.3.4.14
Q1CE37	6.2.1.1
P0C1A1	6.3.4.5
B3Q7Q5	6.3.3.3
C3P689	6.-.-.-
Q44249	6.3.1.18
Q3URE1	6.2.1.n3
B7NF60	6.3.1.1
A4WGE3	6.3.1.1
Q8KC68	6.-.-.-
B4T6J6	6.2.1.48
P44953	4.1.1.36; 6.3.2.5
O68108	6.3.5.9
Q5R8P0	1.5.1.5; 3.5.4.9; 6.3.4.3
Q0TCT8	6.3.4.5
Q9SFW5	6.2.1.-
B2VFS7	2.3.1.40; 6.2.1.20
C1D9Q4	6.3.4.5
C3MZR1	6.5.1.1
A4WQD9	6.3.2.4
Q8TSR7	6.5.1.1
Q9USQ7	6.3.1.14
P33798	6.5.1.1
Q9HH07	6.5.1.6
Q63GS3	6.5.1.2
P35854	6.2.1.54
C1EV74	6.5.1.2
Q0K6M6	6.3.2.4
B8D9I8	6.3.2.2
P9WQ51	6.2.1.3; 6.2.1.42
B3LJR0	6.3.2.17
A6SX59	6.3.2.2
B7MYJ3	6.3.2.2
Q0I1D1	6.3.2.4
Q8KGA2	6.3.5.5
B8H8U5	6.3.5.5
Q8ZY48	6.3.5.5
Q2IM14	6.3.3.3
Q8XZ83	6.3.5.5
A5D508	6.3.5.5
Q8FLB1	6.3.5.5
P57377	6.3.3.3
Q59968	6.3.5.5
O08317	6.3.5.5
Q38X24	6.3.5.5
Q72ID1	6.-.-.-
Q0BLD2	6.3.3.3
A4IXP2	6.3.3.3
Q5HQ15	6.-.-.-
A6VH63	6.3.5.11; 6.3.5.12
A5E8P0	6.3.4.5
Q7W7H8	6.3.4.5
A6UVE3	6.3.3.3
Q2NHQ3	6.3.5.11; 6.3.5.12
Q8G376	6.3.4.5
B0JX07	6.3.3.3
P73002	6.3.5.11
Q21LV0	6.2.1.1
B7HMI7	6.3.1.1
Q97KE6	6.3.4.5
B4TGR5	2.3.1.40; 6.2.1.20
C1A0S6	6.3.3.3
Q0TTA5	6.3.4.5
Q5R9G9	6.2.1.2
A9VU81	6.-.-.-
Q8Z9L4	6.2.1.48
C5D8L4	6.-.-.-
Q2FZ98	6.-.-.-
Q1CZ49	6.-.-.-
Q3K3Q4	6.3.4.5
B4F0D5	6.3.1.1
Q5PJY0	6.3.1.1
A5D510	6.3.4.5
Q46FL2	6.3.3.7
A1ATU4	6.3.4.5
C1ANT1	6.3.4.5
E1UV19	6.2.1.14
D3G0V0	6.2.1.14
B1XN65	6.3.4.5
A7Z5B6	6.2.1.14
A9M4B1	6.3.4.5
Q96VB5	6.2.1.-
Q7V9F8	6.3.4.5
Q48F14	6.3.4.5
A6V1S1	6.3.4.5
Q9FNB0	6.6.1.1
P59846	6.3.4.5
Q9HY84	6.3.4.5
A4XS43	6.3.4.5
Q5HDD1	6.2.1.14
P48101	6.6.1.1
P31205	6.6.1.1
Q2YVY8	6.2.1.14
Q39516	6.6.1.1
Q8CTZ3	6.2.1.14
Q3K7K0	6.3.4.5
Q9MUT3	6.6.1.1
P59604	6.3.4.5
Q53RM0	6.6.1.1
P51394	6.6.1.1
B5YK86	6.2.1.14
P93162	6.6.1.1
A5CXM9	6.3.4.5
P51634	6.6.1.1
O22436	6.6.1.1
Q87XM3	6.3.4.5
P59605	6.3.4.5
Q4FR79	6.3.4.5
Q1Q9L2	6.3.4.5
Q42524	6.2.1.12
Q8XWC1	6.3.4.5
A7IGW4	6.3.4.5
P14912	6.2.1.12
Q42982	6.2.1.12
P14913	6.2.1.12
Q2K3B7	6.3.4.5
Q6ETN3	6.2.1.12
Q67W82	6.2.1.12
Q6ZAC1	6.2.1.12
Q9ZDS6	6.3.2.4
P0DJQ7	6.3.3.4
Q9LQ12	6.2.1.-
Q336M7	6.2.1.-
Q8ZFV7	6.3.4.5
Q93JQ8	6.3.4.5
C1ASZ6	6.3.4.5
Q8RU95	6.2.1.-
B1JPT9	6.3.4.5
Q2RMV0	6.3.4.5
B9KPT5	6.3.4.5
B4TJ09	6.3.4.5
Q32BG2	6.3.4.5
A1DN09	6.3.2.-
Q1JFZ5	6.3.1.1
O35033	4.1.1.36; 6.3.2.5
Q0BVJ1	6.3.4.5
P49089	6.3.5.4
B4EV71	6.1.1.18
Q8SRE0	6.1.1.16
Q744A3	6.3.4.19
Q3KKF3	6.1.1.14
P07263	6.1.1.21
Q7VWL1	6.1.1.21
P0CE22	6.1.1.14
B4TZ49	6.1.1.14
Q1ECV4	6.3.2.-
Q2K2S7	6.1.1.4
Q31GU1	6.1.1.10
Q32IQ0	6.1.1.18
Q5LMY0	6.1.1.4
C3MQL0	6.1.1.15
A0AK01	6.1.1.22
A1UH85	6.1.1.1
Q978Y8	6.1.1.2
F7E540	6.-.-.-
P31255	6.2.1.45
A7ZPU2	6.3.3.1
B1N002	6.3.4.4
B6J734	6.3.4.4
Q0AS86	6.3.4.4
Q07R72	6.3.5.3
Q9UXW5	6.3.5.3; 3.5.1.2
Q46ZJ3	6.3.4.4
Q475J5	6.3.2.6
Q04N25	6.3.2.6
B8E8I2	6.3.2.6
B2FKM0	6.3.2.6
B4TSF7	6.3.4.4
C3MD65	6.3.2.6
A1JKZ7	6.3.3.1
P73290	6.3.4.4
A8LSK4	6.3.2.6
Q3IEZ3	6.3.4.4
A7MBG0	6.3.4.4
B1JSF4	6.3.3.1
P0A7D6	6.3.4.4
Q6HPA4	6.3.5.3
Q5SLS1	6.3.4.4
Q2JL07	6.3.3.1
Q6G335	6.3.5.3
Q8G183	6.3.5.3
Q3K403	6.3.2.6
Q2NCK7	6.3.2.6
Q55422	6.3.3.1
B9M5S1	6.3.2.6
Q8DHY2	6.3.3.1
Q5NI78	6.3.4.4
A5UNH4	6.3.2.6
Q1J2B6	6.3.5.3; 3.5.1.2
Q8TIS9	6.3.2.6
Q8YGN6	6.3.2.6
A9M3I9	6.3.2.6
Q0BZZ1	6.1.1.23
A6X1L5	6.1.1.15
Q9JV73	6.3.2.6
Q8EPH4	6.1.1.20
A1S425	6.1.1.5
C0QP76	6.1.1.5
Q02V72	6.1.1.14
Q7V0R7	6.1.1.11
A3QBX2	6.1.1.5
B5Y8D8	6.1.1.11
Q473I5	6.1.1.6
C4KHR4	6.1.1.11
Q8F148	6.1.1.15
B5YR11	6.1.1.12
Q31JY3	6.1.1.3
Q0BIB5	6.1.1.4
Q9I099	6.1.1.3
Q54869	6.1.1.19
Q1GHA1	6.1.1.7
Q8ZRZ0	6.1.1.5
B7V188	6.1.1.3
Q4ZZF5	6.1.1.19
A8GM31	6.1.1.16
P74764	6.1.1.20
B9KD77	6.1.1.20
B5XJ77	6.1.1.19
B9MRS9	6.1.1.20
Q3AKU0	6.1.1.3
B2VF45	6.1.1.6
B2U245	6.1.1.5
A1JTX6	6.1.1.10
B5R6X0	6.1.1.16
Q7NUM8	6.1.1.9
A7HM68	6.1.1.6
Q9ZMV3	6.1.1.3
P43825	6.1.1.6
A5EV06	6.1.1.17
Q634F6	6.1.1.7
B1VGB6	6.1.1.15
B3QUU7	6.1.1.3
A9KGU5	6.1.1.15
Q2LQN4	6.1.1.17
B9JEG3	6.1.1.19
A9VY49	6.1.1.11
P39919	6.1.1.11
B3R894	6.1.1.15
A7ZPK7	6.1.1.17
A7I9R7	6.1.1.15
Q3KLB6	6.1.1.3
Q92F47	6.1.1.6
A9KYF8	6.1.1.7
Q0TF64	6.1.1.17
Q160T4	6.1.1.21
B1YGS7	6.1.1.17
Q8NQ19	6.1.1.23
B5R581	6.1.1.21
Q72FH6	6.1.1.11
Q1J0W2	6.1.1.15
Q6FZN9	6.1.1.17
C1DDA6	6.1.1.3
Q87Q70	6.1.1.3
Q8XVL4	6.1.1.15
Q1MRV8	6.1.1.3
Q8FT19	6.1.1.23
Q9KSN7	6.1.1.20
C1DB55	6.2.1.5
Q5E3L4	6.1.1.17
Q98LC8	6.1.1.11
P9WFW2	6.1.1.23
Q8TUS2	6.5.1.-; 3.1.-.-
Q81WL6	6.1.1.15
A8A5M8	6.5.1.4
Q4A7W9	6.1.1.22
B2TU51	6.1.1.18
Q74MD3	6.1.1.1
Q9PG57	6.1.1.15
B7MAE6	6.1.1.5
B5XP89	6.1.1.10
Q8FJW4	6.1.1.18
A4Q9E5	6.3.2.-
Q6EEF3	6.-.-.-
Q23FE2	6.3.2.-
Q6ZT98	6.-.-.-
A6PVC2	6.3.2.-
A4Q9F4	6.-.-.-
Q1R5L5	6.5.1.4
Q2Y7U5	6.1.1.16
Q9A756	6.1.1.1
Q8U4D3	6.1.1.22
O83640	6.1.1.2
A9M1J5	6.1.1.1
P0DG63	6.1.1.1
A6LGF1	6.1.1.1
Q3AA16	6.1.1.21
Q8NHH1	6.-.-.-
Q09512	6.-.-.-
Q9KS45	6.3.2.-
Q6HEZ6	6.1.1.15
Q6ND22	6.1.1.4
Q2SRK6	6.1.1.1
B3R6E8	6.1.1.5
B2S7D1	6.3.4.19
Q1LJB8	6.1.1.5
B2RK42	6.1.1.22
Q3JCM3	6.1.1.1
Q3BP90	6.1.1.15
Q2YQH6	6.3.4.19
Q0TLW5	6.1.1.5
C5A1H0	6.1.1.14
P67035	6.1.1.14
A8AVS5	6.1.1.14
Q6HG86	6.1.1.21
Q81W47	6.3.4.-
A8GR81	6.3.2.6
B5Y714	6.3.2.6
Q55843	6.3.5.3; 3.5.1.2
Q2JQ36	6.3.4.4
A1V9U1	6.3.4.4
C3N674	6.3.5.3
Q0S555	6.3.4.4
C1CZ40	6.3.4.4
Q74IX4	6.1.1.12
A1BDY0	6.1.1.4
B6YWW5	6.1.1.11
B5EX66	6.1.1.14
C0ZZ26	6.1.1.3
A9KD63	6.1.1.17
Q8G5W9	6.1.1.7
Q1LTI8	6.1.1.19
B2S469	6.1.1.19
A6H2H7	6.1.1.17
Q47ZS4	6.1.1.20
Q72QK5	6.1.1.12
Q03YF0	6.1.1.3
A6SY30	6.1.1.3
B1JBE0	6.1.1.11
A0KNK7	6.1.1.6
Q3Z4P5	6.1.1.16
Q9RUV5	6.1.1.11
A4FBB7	6.1.1.21
B1WRQ9	6.1.1.23
B7GMJ3	6.1.1.19
A1WMG5	6.1.1.3
Q8RHK3	6.1.1.9
Q0KBZ3	6.1.1.3
A1K5J1	6.1.1.17
B0SB35	6.1.1.12
Q2YN22	6.1.1.16
Q72ZI2	6.1.1.20
Q9KGF6	6.1.1.17
Q2G8P1	6.1.1.23
Q89L00	6.1.1.11
B2JIQ8	6.1.1.17
P0A8L3	6.1.1.11
Q5LTX8	6.1.1.3
P9WGC4	6.2.1.5
B4T0P8	6.1.1.21
Q39HB7	6.1.1.7
B2I631	6.1.1.11
B1IQE6	6.1.1.15
B0CLK2	6.1.1.19
Q6GJD9	6.1.1.16
Q7MLV2	6.1.1.11
Q9RRX8	6.1.1.20
Q1CJH7	6.1.1.19
Q7U9G9	6.1.1.5
B0UL61	6.1.1.17
B2KEV5	6.1.1.11
Q7NBB7	6.1.1.20
B8EES6	6.1.1.3
Q8ZYM8	6.1.1.12
Q63TF9	6.1.1.7
B1VA59	6.1.1.17
A9KCQ4	6.1.1.4
Q8NMK7	6.2.1.5
B1IPK9	6.1.1.3
A0KUJ6	6.1.1.21
A7ZE62	6.1.1.7
Q5YSB9	6.1.1.15
Q67TJ2	6.1.1.17
B1Y1G9	6.1.1.7
A3MNI3	6.1.1.19
Q7MUF7	6.1.1.17
A1R120	6.1.1.11
P0DG37	6.1.1.14
A6WNH2	6.1.1.3
Q2S1G4	6.1.1.11
Q6YRD2	6.1.1.11
Q937U7	6.1.1.6
B8EET7	6.1.1.11
Q3B6D2	6.1.1.16
A9MUA9	6.1.1.19
B1LE12	6.1.1.3
C0Q642	6.1.1.20
B5BA38	6.1.1.20
Q2FXU4	6.1.1.21
Q82VV6	6.1.1.20
Q8RH11	6.1.1.11
B2SF88	6.1.1.5
Q143D9	6.1.1.11
Q5L0V9	6.1.1.5
A1S798	6.1.1.10
B9M3Q9	6.1.1.11
P0DG33	6.1.1.16
A1RK14	6.1.1.20
Q1QBI9	6.1.1.23
A0RQK5	6.1.1.11
Q88NA1	6.1.1.2
A3ML91	6.1.1.6
P60912	6.1.1.21
B1XRZ4	6.2.1.5
Q8K9C5	6.1.1.6
Q7VM65	6.1.1.11
Q5UZ84	6.1.1.5
Q7N6V5	6.2.1.5
Q6LQ73	6.1.1.20
Q1LTU1	6.1.1.14
Q5R7F7	6.1.1.20
Q7NBT5	6.1.1.3
A1W0F9	6.1.1.19
Q6GHU7	6.1.1.20
P57822	6.1.1.6
Q5JD45	6.1.1.16
Q1GV79	6.1.1.11
A1W4B3	6.1.1.15
B1KXB7	6.1.1.7
Q48JR8	6.1.1.20
Q5F9U4	6.1.1.3
Q5N5I8	6.1.1.23
B0JI84	6.1.1.7
Q2GHR3	6.1.1.20
Q12R39	6.1.1.4
A2RGY1	6.1.1.21
B5EKH7	6.1.1.15
