Entry	EC number
B8FPU4	3.5.4.2
Q0T4U2	3.5.1.105
Q60649	3.6.1.3
Q2UI87	3.2.1.22
P32316	3.1.2.1
B5EI27	3.4.21.92
Q7A9L5	3.5.4.2
P69502	3.1.4.4
B2JS24	3.2.2.-
Q95M17	3.2.1.14
B3ED46	3.4.11.1; 3.4.11.10
Q0CVH2	3.2.1.22
A7KAI3	3.4.22.-
Q81GQ0	3.1.-.-; 3.6.4.12
A5UE11	3.4.21.92
Q92T48	3.5.4.2
B9EAG5	3.4.21.92
C3MBH4	3.5.4.2
P53264	3.5.1.-
P24081	3.1.-.-
B1IQD2	3.5.4.4
Q92484	3.1.4.-
Q23498	3.1.4.12
P16789	3.1.-.-
Q48DL2	3.2.2.-
B7LQ47	3.5.3.23
Q7VIN7	3.4.21.92
Q488M4	3.4.11.1; 3.4.11.10
Q839J4	3.5.4.4
O35298	3.1.1.77
D5GHP2	3.4.11.9
Q82CA6	3.4.21.92
Q56H28	3.4.17.23
Q8NNJ4	3.4.11.1; 3.4.11.10
B1HR71	3.5.4.2
Q9VNV3	3.6.4.13
Q9F315	3.4.21.92
Q9BYF1	3.4.17.23
B1JWV2	3.4.11.1; 3.4.11.10
B2UT37	3.4.21.92
Q1QDM9	2.7.7.59; 3.1.4.-
Q8VEG6	3.1.13.4
B9DJL4	3.4.21.92
Q8CRP6	3.6.4.13
A6LG60	3.5.4.2
A8YVK1	3.1.-.-; 3.6.4.12
P41060	3.1.-.-
Q2FWH5	3.6.4.13
O51698	3.4.21.92
Q04LF4	3.4.21.92
B8EDT7	3.5.4.4
P0A4D8	3.6.4.13
P63788	3.4.21.92
E3S6N7	3.4.11.9
B7IEM2	3.5.4.2
B4UAX9	3.4.21.92
A1S572	3.5.3.23
P11955	3.2.1.14
Q8A129	3.4.21.92
P04745	3.2.1.1
E9ERT9	3.2.1.14
P54414	3.4.21.92
P21567	3.2.1.1
Q10S66	3.2.1.14
B6JGU7	3.4.21.92
A0L2R5	3.5.4.4
Q71X98	3.1.-.-; 3.6.4.12
Q32FF0	3.5.4.4
B1HN89	3.1.-.-; 3.6.4.12
Q8S1V1	3.2.1.14
Q6ENE9	3.4.21.92
Q8GWW7	3.5.3.12
Q96DG6	3.1.-.-
O18345	3.2.1.1
Q14CN2	3.4.-.-
Q5FU70	3.4.11.1; 3.4.11.10
C0R2W3	3.4.21.92
Q1LQ00	3.5.4.2
Q1C8A8	3.5.3.23
Q7N0L3	3.4.21.92
Q9C942	3.1.1.-
Q7W8X2	3.4.21.92
Q15R46	3.4.21.92
Q28FE0	3.1.3.16
B7V265	3.5.4.2
C0QW91	3.4.21.92
Q3AE90	3.5.4.2
Q2SRJ6	3.5.3.12
P04747	3.2.1.1
P32752	3.1.1.8
P85075	3.1.27.-
Q9SB68	3.6.1.13; 3.6.1.16; 3.6.1.53
Q9PH30	3.5.1.18
Q2JV68	3.4.21.92
Q8C138	3.1.-.-
Q9JF82	3.6.4.-
P33647	3.1.-.-
Q3ITR7	3.1.26.-
Q1JEC8	3.6.3.-
A3CRB9	3.6.3.-
Q8G0L4	3.5.4.16
Q9ZKY3	3.6.1.23
Q8PMJ8	2.7.7.59; 3.1.4.-
P9WNR4	3.6.-.-
Q60AM9	3.1.11.6
Q5R6D8	3.6.4.13
B0UU01	3.1.2.6
Q0UVK7	3.4.14.5
C5BKQ0	3.5.1.88
Q8R7N2	3.5.4.16
Q31H51	3.1.2.6
Q9Y6V7	3.6.4.13
P96113	3.5.1.88
A2CAB7	3.1.3.11; 3.1.3.37
B2HT44	3.1.11.6
A1B5Y2	3.5.1.18
Q1QQ39	3.1.11.6
A0KK26	3.1.21.2
Q8KEA8	3.5.4.16
Q8DR60	3.2.1.97
A4Q8F7	3.2.1.49
Q8EQ45	3.1.11.6
A5FMJ5	3.1.3.11
B2S3Z6	3.5.1.88
Q04BY6	3.6.3.-
Q5FM62	3.6.3.-
Q2NJF9	3.1.21.2
B6JFI3	3.1.11.6
Q8X6Z6	3.4.21.105
P07239	3.1.3.-; 3.1.3.48
Q1I614	3.5.1.18
Q6KHL2	3.6.3.-
Q9JMF7	3.6.1.43
P27666	3.2.1.39
Q38UU0	3.6.3.-
A9M0M3	3.1.2.6
B7HCQ9	3.1.21.2
B0R3Y1	3.1.3.11
Q75F95	3.6.4.13
Q9I7C0	3.1.3.82
Q7A088	3.6.3.-
A1SWW4	3.1.11.6
Q2KBQ9	3.1.11.6
A9LZ86	2.7.7.59; 3.1.4.-
B1MTH4	3.6.1.43
O55096	3.4.14.4
Q9KID9	3.3.2.13
Q5WVX6	2.7.7.59; 3.1.4.-
B5QWW2	3.1.1.96; 3.1.1.-
A4XU09	3.1.2.6
C1B035	3.1.1.96; 3.1.1.-
Q18CI9	3.6.3.-
Q2K3M6	3.1.2.6
Q8NPA9	3.6.1.23
P58532	3.1.1.96; 3.1.1.-
Q9Z9H0	2.7.7.59; 3.1.4.-
Q4W8Z9	3.1.1.73
Q0CCY4	3.1.-.-
B0YD91	3.2.1.21
Q1R9G3	3.1.3.-
P15089	3.4.17.1
P23908	3.5.1.16
B5F0U6	3.5.1.16
B5F9Q1	3.5.3.6
O27155	3.1.-.-
Q6GLM9	3.4.-.-
Q5BBF1	3.4.-.-
Q53VY2	3.1.-.-; 3.6.4.-
Q8WXQ8	3.4.17.-
Q3YV19	3.5.1.16
A5EXR1	3.5.3.6
Q5ZKP6	3.5.4.4
A1CE97	3.2.1.91
P10605	3.4.22.1
Q4ZVG8	3.5.3.4
Q9BGQ0	3.1.11.7; 3.1.12.2
Q51813	3.5.99.7
P07311	3.6.1.7
Q87C83	3.6.1.41
A0E358	3.4.22.15
A4W8Y0	3.6.1.7
Q8EZ81	3.6.1.7
O64883	3.2.1.21
A9AHG9	3.4.11.1; 3.4.11.10
P17769	3.6.4.-; 2.1.1.-
Q5AV07	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14
P85517	3.2.1.21
B7NNT5	3.5.1.n3
B5EYC3	3.5.2.5
B5BLW5	3.1.1.2; 3.1.8.1
B7N966	3.5.2.5
B4P1R6	3.6.-.-
Q7ZZ25	3.6.1.3
Q0TKD0	3.5.2.5
Q3ECS3	3.2.1.147; 3.2.1.21
A4JK94	3.6.1.7
B7VBN1	3.5.1.n3
C0JB34	3.1.4.4
B4JW98	3.4.19.12
O59484	3.4.-.-
B4SYX2	3.5.1.n3
Q9UY47	3.6.1.7
B0EHY7	3.6.-.-
Q6P7S1	3.5.1.23; 3.5.1.-
O55137	3.1.2.-; 3.1.2.2
Q295P6	3.5.4.-
Q37979	3.4.24.-
A1TVC1	2.7.11.5; 3.1.3.-
Q4UZP1	3.1.1.85
Q1BT42	2.7.11.5; 3.1.3.-
B0DZL3	3.4.11.9
Q96X54	3.2.1.55
B6JLF2	3.4.11.1; 3.4.11.10
F4JPK8	3.6.1.3
Q4WL66	3.2.1.55
B5BC39	3.1.1.31
W4VSJ0	3.1.1.7
C0JAV5	3.1.4.4
Q5B0W4	3.4.24.-
Q01413	3.2.1.39
Q5PG56	3.1.1.31
P42042	3.2.1.3
B2USC5	3.5.1.4
Q3YR73	3.2.2.-
B4TQT0	3.1.1.31
Q6CTY3	3.4.24.-
B8F4P0	3.6.1.41
A6WQ58	3.2.1.-
Q91372	3.6.4.13
Q01360	3.5.1.4
Q8DCE5	3.4.11.1; 3.4.11.10
Q7Z5M8	3.-.-.-
C0JAV7	3.1.4.4
Q8D295	3.4.11.1; 3.4.11.10
P27510	3.6.1.41
A8AHC4	3.5.1.105
C0JAY3	3.1.4.4
A6T4I5	3.6.1.41
P18269	3.2.1.18
C0JAU8	3.1.4.4
C3LLT8	3.5.1.96
Q8TE58	3.4.24.-
P97857	3.4.24.-
Q1RF98	3.4.21.92
C0JAX4	3.1.4.4
Q3ZC84	3.4.13.18
Q5AFA2	3.2.-.-
C0JB02	3.1.4.4
A2QL72	3.2.1.22
Q0U199	3.4.22.-
B4TGF6	3.5.1.105
Q9A7M9	3.4.11.1; 3.4.11.10
B7HGP8	3.1.-.-; 3.6.4.12
B7LP17	3.1.3.-
Q7S3X7	3.4.22.-
Q0TLH1	3.1.5.1
C4Z1T6	3.4.21.92
Q5YYA5	3.2.2.-
Q24R88	3.5.4.2
P20845	3.2.1.1
Q02JU1	3.1.3.-
B7N1X4	3.5.4.2
Q66641	3.1.-.-
B2UX56	3.1.-.-; 3.6.4.12
Q05539	3.2.1.14
Q0TV47	3.1.-.-; 3.6.4.12
P07800	3.1.3.-
P52195	3.4.21.39
C5BDE0	3.5.4.4
Q400G9	3.4.-.-
Q8K9I0	3.4.11.1; 3.4.11.10
Q7UZK7	3.4.21.92
Q3Z2Q9	3.1.3.-
P33827	3.6.4.-
Q8G5Q9	3.4.21.92
Q5LM18	3.5.4.2
Q1JDA9	3.4.21.92
Q3AY04	3.4.21.92
A0B6I9	3.5.4.2
B4T5A0	3.5.4.4
Q3MDK7	3.4.21.92
A9KTE7	3.1.-.-; 3.6.4.12
B1ISB1	3.4.11.1; 3.4.11.10
P47425	3.6.3.-
O25683	3.1.4.17
P07693	3.3.1.2
C5BBY4	3.4.11.1; 3.4.11.10
P00693	3.2.1.1
B1XEN9	3.4.11.1; 3.4.11.10
B9DIT7	3.1.-.-; 3.6.4.12
P63910	3.5.4.4
Q9XYL0	3.1.3.16
O59702	3.5.1.98
O74922	3.2.1.1
Q2RL78	3.1.-.-; 3.6.4.12
Q73XM8	3.4.21.92
P32470	3.2.1.14
B0Y2K1	3.2.1.139
Q2LCQ5	3.1.-.-
Q8NXF0	3.1.-.-; 3.6.4.12
Q8DBA6	3.5.1.18
Q6YXM7	3.4.21.92
Q96WX9	3.2.1.139
P09230	3.4.21.62
T0D7A2	3.1.-.-
A2A8L1	3.6.4.12
Q1EAR5	3.2.1.14
A1AN85	3.4.21.92
Q8E5U0	3.1.-.-; 3.6.4.12
B2UL96	3.5.1.2
A5D447	3.4.21.92
B2IKJ9	3.6.1.23
Q13231	3.2.1.14
B0CGR1	3.4.21.92
Q725B6	3.4.-.-
P85074	3.1.27.-
Q01976	3.6.1.13
P0CZ54	3.1.-.-; 3.6.4.12
Q3K9W9	3.4.21.92
Q9P2D1	3.6.4.12
P0CZ55	3.1.-.-; 3.6.4.12
Q58DC0	3.1.3.16
Q06350	3.2.1.14
B7MDZ8	3.1.1.-
B2A2F7	3.1.1.96; 3.1.1.-
P52401	3.2.1.39
Q8TY07	3.1.26.-
A3LQ01	3.6.4.13
A4WJU1	3.1.26.-
C6BTU7	3.1.3.11
C4K7Z9	3.1.2.6
A6ZP47	3.6.4.13
Q30ZN0	3.1.3.11
Q2P497	2.7.7.59; 3.1.4.-
Q67JX3	3.6.3.-
Q9S0S3	3.1.1.-
Q9VXA8	3.6.1.-
Q7V5F9	3.5.1.88
A5ILS1	3.5.1.88
Q5M243	3.6.3.-
Q2YZA4	3.1.1.-
P0CZ29	3.6.3.-
Q9X784	3.1.11.6
A4G3E3	3.6.1.23
O70348	3.1.13.-; 3.6.1.-
P51594	3.5.4.16
A7I6C5	3.5.4.41; 3.5.4.31; 3.5.4.4; 3.5.4.28
Q84VY5	3.1.3.7; 3.1.3.57
C3NDK6	3.1.26.-
B1IL94	3.5.4.16
Q4FNF5	3.5.1.18
A6UQD4	3.5.4.41; 3.5.4.31; 3.5.4.4; 3.5.4.28
O94505	3.1.3.7
P0C5A3	3.1.3.7
B1JXC6	3.6.1.23
Q39DM5	3.6.1.23
Q8SPY9	3.1.27.-
A0B7V2	3.5.4.41; 3.5.4.31; 3.5.4.4; 3.5.4.28
A5D3E0	3.1.1.96; 3.1.1.-
Q1LNG0	2.7.7.59; 3.1.4.-
Q8TV34	3.6.1.23
Q02IY2	3.5.1.18
B7M4Z9	3.5.4.16
Q889P9	3.1.11.6
Q31VK9	3.4.21.105
Q60BB2	2.7.7.59; 3.1.4.-
Q31BX5	3.1.2.6
A9M439	3.6.1.23
Q5LN80	3.5.1.18
Q9JJH5	2.7.1.105; 3.1.3.46
Q99XI2	3.6.3.-
B9LAM9	3.1.21.2
B2RQR8	3.4.24.71
C3K5E4	2.7.7.59; 3.1.4.-
O95672	3.4.24.-
A3D547	3.5.1.18
Q1QDA0	3.6.1.23
Q2NV92	3.1.11.6
B0TRL8	3.1.2.6
Q8Y3B0	3.5.1.88
A4VGC9	3.1.3.11
Q6N2R1	3.1.3.82
Q9LMA7	3.1.1.1
B7LVK1	3.6.1.23
Q0IIK5	3.6.4.13
Q834D0	3.1.21.2
Q9HWY5	3.1.11.6
P0A1Q5	3.6.4.12
Q1H051	3.5.1.18
B4TT57	3.1.3.11
P0CE10	3.6.4.13
Q5NHX4	3.6.1.23
Q641Y8	3.6.4.13
A0ALT7	3.6.3.-
B8CW79	3.1.21.2
Q8BVG4	3.4.14.5
P70583	3.6.1.23
Q89ZX8	3.2.1.-
Q6F1W5	3.6.3.-
Q13EP1	3.6.1.23
A0RV30	3.1.3.11; 4.1.2.13
Q54TD7	3.6.4.13
Q9QY15	3.6.4.13
Q9SYL6	3.4.19.9
C4LC58	3.1.2.6
A1URB3	3.6.1.23
Q6KHL1	3.6.3.-
Q9UT36	3.1.2.6
O67802	3.1.1.45
O28403	3.1.-.-
B8NJF4	3.2.1.21
P0CQ24	3.4.-.-
B9M9X6	3.1.-.-
Q8FB97	3.5.1.16
P32951	3.4.23.24
Q1RAQ1	3.1.1.61; 3.5.1.44
Q6AA78	3.5.3.6
P00733	3.4.17.14
C4PQR0	3.4.22.-
B0Y429	3.2.1.39
Q42456	3.4.23.-
P07267	3.4.23.25
Q9EZQ7	3.5.2.6
Q41005	3.4.16.-
Q9R9H8	3.2.1.-
B8DAM3	3.5.3.6
A6RGA0	3.4.16.5
P19223	3.4.17.2
O76373	3.4.17.-
E6LHV7	3.1.-.-; 2.7.7.-
B1Y634	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
P00646	3.1.-.-
P46737	3.4.19.-
Q7M7K5	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
Q9ZSP5	3.4.21.-
P26204	3.2.1.21
P55867	3.4.22.36
B0RNU6	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
C1FNF9	3.1.3.71
Q8VZJ2	3.2.1.39
Q7NXD4	3.1.3.97
Q08341	3.2.1.54
Q8PC73	3.6.1.7
P08818	3.4.16.6
Q0SPZ8	3.1.3.71
A1JTC4	3.2.1.23
Q48KS4	3.5.3.4
Q02TH3	3.6.1.41
Q8ZCC3	3.4.-.-
Q3AXB9	3.1.3.71
B6DZD1	3.2.1.153
C0Q5E5	3.6.1.41
P37111	3.5.1.14
Q3ECW8	3.2.1.21
Q99034	3.1.1.72
A7ZIK4	3.6.1.-
B7UJR9	3.6.1.-
B7MQG2	3.6.1.-
Q03862	3.-.-.-
P61797	3.1.11.7; 3.1.12.2
Q6IQE5	3.6.-.-
Q1J391	3.5.2.5
P06797	3.4.22.15
Q99VC3	3.1.-.-; 3.6.4.12
Q9M1D1	3.2.1.21
P0CD66	3.2.1.20
Q07075	3.4.11.7
A0AII3	3.6.1.7
Q8GXT2	3.2.1.21
P03589	3.6.4.-; 2.1.1.-
P0C2P0	3.5.4.23
Q0B602	3.6.1.7
Q6XBF8	3.4.23.-
C0JB46	3.1.4.4
Q1LS86	2.7.11.5; 3.1.3.-
Q2U790	3.2.1.55
Q8LQ36	3.4.19.12
B8N7I7	3.2.1.55
Q9CVD2	3.4.19.12
A0A0C5CJR8	3.4.24.-
A8A7B3	2.7.11.5; 3.1.3.-
P95470	3.2.1.55
P95442	3.5.4.43
O73943	3.1.-.-
P26206	3.2.1.86
Q95001	3.1.1.8
B0KQK8	3.4.11.1; 3.4.11.10
B5XYC7	2.7.11.5; 3.1.3.-
P42255	3.2.1.55
Q9W197	3.1.3.91; 3.1.3.5
Q12QW7	3.4.11.1; 3.4.11.10
O25711	3.6.1.-; 3.6.1.3
A0A1S4NYE3	3.1.-.-
Q5QJU3	3.5.1.-; 3.5.1.23
C0JAQ8	3.1.4.4
A1BI83	3.2.2.-
C0JAR7	3.1.4.4
Q9GQN5	3.6.4.12
Q8XEZ8	3.1.4.14
Q1CW50	3.1.-.-; 3.1.12.1
P23196	3.1.-.-; 4.2.99.18
Q7YQM3	3.6.4.12
Q6MG55	3.1.-.-; 3.1.1.23
Q5W5U4	3.6.4.13
A7GIH2	3.4.21.92
P9WQP5	3.1.1.31
Q0ST53	3.4.21.92
Q89VS2	3.5.1.4
A5UH58	3.6.1.41
P36914	3.2.1.3
Q5HAG4	3.2.2.-
Q83QS4	3.1.3.89
Q14IG1	3.2.2.-
Q29499	3.1.1.7
A1DG72	3.4.24.-
B2I1U0	3.4.11.1; 3.4.11.10
Q3Z292	3.5.1.96
F1R983	3.1.-.-
P23433	3.2.1.39
P0C2K0	3.1.4.4
Q7T0P7	3.4.24.-
P08019	3.2.1.3
Q74LU5	3.2.2.-
Q5YD75	3.1.4.4
Q91V76	3.1.-.-
B1J2R2	3.1.1.96; 3.1.1.-
Q88VP8	3.2.2.-
A5IG48	3.2.2.-
Q5ZIW7	3.4.22.-
Q48935	3.5.1.-; 3.5.1.62; 3.5.1.48
F4KBP5	3.6.4.-
P52086	3.1.3.73
Q9ZUL5	3.6.4.-
Q9UT24	3.6.4.13
A1VE85	3.4.21.92
Q0BGU9	3.5.3.23
Q1C596	3.5.1.105
Q7W5K6	3.4.11.1; 3.4.11.10
Q556R7	3.2.1.17
P30269	3.2.1.1
B2WKR4	3.4.11.9
O14249	3.5.1.-
B7KNT0	3.4.21.92
Q2HR95	3.1.-.-
Q13UT1	3.4.21.92
P06720	3.2.1.22
Q6GB62	3.4.21.92
Q9X7R9	3.4.21.92
Q92485	3.1.4.-
B8FXD8	3.1.-.-; 3.6.4.12
Q8FNP8	3.4.11.1; 3.4.11.10
Q32RU0	3.4.21.92
P29031	3.2.1.14
Q869Q8	3.4.16.-
Q67SK0	3.4.21.92
Q9ULM6	3.1.13.4
B1WR01	3.4.11.1; 3.4.11.10
Q8PT13	3.5.4.2
B5FSC7	3.1.3.11
B9KIY0	3.6.1.23
Q9V1Q1	3.4.-.-
Q12XX8	3.5.4.2
Q0BNT3	3.6.1.23
Q5PAE6	3.6.1.23
P22580	3.5.1.4
Q8TZW5	3.4.-.-
Q21CD0	3.6.1.23
Q9L6M9	3.1.1.45
Q62LH2	3.4.11.1; 3.4.11.10
Q03NA6	3.1.-.-; 3.6.4.12
Q4JB73	3.4.-.-
A4XWE6	3.5.3.23
B9JPK6	3.1.1.81
A8AYP9	3.4.21.92
Q2RL95	3.5.4.2
Q3JAJ8	3.4.21.92
A5U8T4	3.5.4.16
O81862	3.2.1.14
P63909	3.5.4.4
Q9KNI7	3.5.4.4
Q8EDN7	3.5.3.23
Q7B8C3	3.1.1.81
Q838S2	3.2.1.14
Q06FP3	3.4.21.92
C3LNM6	3.4.21.92
Q5HAP2	3.4.11.1; 3.4.11.10
Q5WVJ0	3.4.21.92
B6ZLK2	3.6.4.12
Q9M0A7	3.4.19.16
A1VMD5	3.1.11.6
Q86IZ9	3.6.4.13
B1AJA6	3.5.1.88
A6V936	3.5.1.18
B7JN09	3.1.21.2
Q9JXK4	3.1.2.6
D3ZTE0	3.4.21.38
A9KUT1	3.2.1.-
Q8RA46	3.6.1.23
B4EY70	3.5.1.18
Q9A253	3.6.1.23
C3K814	3.1.1.96; 3.1.1.-
C3PM12	3.5.1.18
Q895R1	3.6.1.23
B5ZS73	3.1.11.6
Q9JXI5	3.1.3.82
Q6D074	3.1.3.11
Q4WRV2	3.6.4.13
B5RFE5	3.1.1.96; 3.1.1.-
P67462	3.1.11.6
Q8TI16	3.6.3.-
Q8X5V3	3.6.4.12
C0Q7U9	3.1.11.6
Q9ZKS2	3.5.4.16
P97612	3.5.1.99
P0C0V0	3.4.21.107
B5XP57	3.5.4.16
O88958	3.5.99.6
A9BUE9	3.1.1.96; 3.1.1.-
A8MIB3	3.5.1.2
C4K8Y6	3.6.1.23
Q3MEJ6	3.5.1.2
B7L9D6	3.1.1.96; 3.1.1.-
Q4USS4	3.5.1.18
Q9PBI4	3.1.2.6
B9EAY2	1.5.1.5; 3.5.4.9
A8A6Y8	3.1.1.96; 3.1.1.-
Q13DA7	1.5.1.5; 3.5.4.9
Q5N163	3.1.3.11
Q1LSL7	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
P67920	3.5.2.6
B1IVC1	3.5.1.16
Q5FQQ0	3.1.1.61; 3.5.1.44
Q38786	3.2.1.188
B6EMS7	3.5.3.6
P43231	3.4.23.21
O07012	3.2.1.23
Q7RXX8	3.4.-.-
P45269	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
A2X2H7	3.2.1.23
B5FPX2	3.5.1.16
Q0HSE2	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
B0R9X5	3.5.3.6
G3I8R9	3.6.4.10
Q9LXA8	3.2.1.-
O87719	3.5.1.44
P12869	3.4.23.44
Q7ML77	3.6.1.7
Q5R4P0	3.6.4.10
B0Y8K2	3.2.1.91
B7UW33	3.5.3.4
A4SIG1	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
Q97GV3	3.1.-.-; 3.6.4.12
A9AB16	3.5.1.44
Q28153	3.4.21.36
E6LHV5	3.1.-.-
Q9Z3R8	3.2.1.20
A1DBP9	3.1.1.72
P18539	3.5.2.6
Q74ZU6	3.-.-.-
A3P669	3.5.99.7
A2RH77	3.1.-.-; 3.6.4.12
Q8C3Q9	3.4.22.62
B5R6V8	3.6.1.-
Q03W49	3.1.-.-; 3.6.4.12
O25681	3.4.11.-
P43236	3.4.22.38
P29958	3.5.1.-
Q2TX26	3.2.1.4
Q9PBJ4	3.6.1.41
O74431	3.6.3.-
A6QJI5	3.2.2.-
P15703	3.2.1.58
B9FHH2	3.2.1.21
Q9TV13	3.4.22.36
Q92BX4	3.6.1.7
Q53NF0	3.2.1.21
Q81FP2	3.5.1.-
Q6UWY0	3.1.6.-
Q7UA36	3.4.21.92
Q8HY81	3.4.22.27
B5QUT6	3.5.2.5
Q5RFN1	3.4.17.23
B5R369	3.1.1.85
P81495	3.4.11.-
Q9HY62	3.5.1.n3
B0W2R4	3.4.19.12
P42575	3.4.22.55
Q4KC81	3.5.1.n3
O45686	3.5.1.23
Q02765	3.4.22.27
Q5SD28	3.4.21.92
Q57M55	3.5.1.n3
A4QFD3	3.6.1.7
Q6HPE6	3.6.4.13
B5BCP5	3.5.1.n3
Q2NQH6	3.1.1.85
B7VPF1	3.5.4.5
Q8Z539	3.5.1.n3
Q9CIQ1	3.4.11.2
Q7MK48	3.5.4.5
C3LLS7	3.5.4.5
Q7V5L6	3.5.1.15
A3KMX8	3.1.3.-; 2.1.1.-
Q29HY3	3.6.5.2
Q8E8D4	3.5.4.4
A2BP19	3.5.1.15
Q1AXW6	3.6.1.7
Q87TC2	3.1.1.85
O96559	3.6.1.5
Q37976	3.4.24.-
Q1LTJ9	3.4.21.92
Q2RQZ4	3.6.1.7
P15541	3.4.11.2
Q6GIX4	3.6.3.-
Q9YE60	3.2.2.-; 4.2.99.18
F4JQH3	3.4.11.9
Q96DT6	3.4.22.-
Q7MLE8	3.5.1.96
P09440	1.5.1.5; 3.5.4.9; 6.3.4.3
Q9GQV3	3.2.1.1
Q1C3R8	3.4.11.1; 3.4.11.10
Q9WUQ1	3.4.24.-
C5GKT2	3.4.11.9
B1YW20	3.5.3.23
A0RKB5	3.4.11.1; 3.4.11.10
Q9D1A2	3.4.13.18
P0C8P2	3.4.15.6
P30292	3.2.1.1
Q088X0	3.1.1.96; 3.1.1.-
Q688M5	3.2.1.14
A7XZT2	3.2.1.22
E9F9J8	3.4.11.9
A9AD42	3.1.3.-
C0SDW6	3.4.11.9
Q8ETG4	3.2.2.-
Q6HBY2	3.4.11.1; 3.4.11.10
B5YX72	3.5.4.2
O36386	3.1.-.-
A1ABS6	3.5.3.23
P22333	3.5.4.4
Q8YXH5	3.4.21.92
B3W9T6	3.5.4.4
Q18C13	3.2.2.-
Q1MDH4	3.4.21.92
Q74FS7	3.1.21.2
