Entry	EC number
Q0I5X3	7.1.2.2
Q85FQ8	7.1.2.2
Q3J6N1	7.1.2.2
P95487	7.6.2.5
P61377	7.6.2.5
A6L8P2	7.1.2.2
B8FGT6	7.1.2.2
Q71WP9	7.1.2.2
Q04G20	7.1.2.2
P22036	7.2.2.14
P83484	7.1.2.2
Q668T8	7.6.2.5
Q4A8V9	7.1.2.2
Q3YT21	7.1.2.2
A6TK65	7.1.2.2
Q1XDM8	7.1.2.2
Q31KS4	7.1.2.2
Q63QQ7	7.5.2.12
Q2MIK2	7.1.2.2
Q8XVS2	7.5.2.12
P0ABB3	7.1.2.2
A0T0R6	7.1.2.2
C3LLU1	7.6.2.8
B7VPD0	7.6.2.8
Q5FRC7	7.1.2.2
Q4FQ35	7.1.2.2
Q3JCI7	7.6.2.5
B5ZSN9	7.1.2.2
A8F006	7.1.2.2
A8GPZ6	7.1.2.2
P27112	7.2.2.19
A9MJR7	7.1.2.2
Q9JVH1	7.2.2.7
Q13DP2	7.1.2.2
Q1QSD0	7.1.2.2
P41009	7.1.2.2
Q1GEU8	7.1.2.2
Q06RE6	7.1.2.2
Q9SGG3	7.6.2.1
B8I579	7.1.2.2
Q9ZK79	7.1.2.2
A8M2J3	7.1.2.2
A1E9T1	7.1.2.2
Q2FF24	7.1.2.2
Q4L7Y4	7.1.2.2
B2A3G4	7.1.2.2
B1A942	7.1.2.2
Q9MRM0	7.1.2.2
Q85V44	7.1.2.2
B8F774	7.1.2.2
Q40611	7.1.2.2
P12112	7.1.2.2
Q5GSX1	7.1.2.2
Q3BP13	7.1.2.2
P08690	7.3.2.7
Q0C100	7.1.2.2
B6JD09	7.1.2.2
Q92L55	7.6.2.5
Q1MRB8	7.1.2.2
B7NR36	7.1.2.2
P0ABB9	7.2.2.14
Q09G39	7.1.2.2
Q21ZA6	7.1.2.2
B5EFI9	7.1.2.2
A4QJC2	7.1.2.2
Q2JIV9	7.1.2.2
C1CSC8	7.1.2.2
B0BRX2	7.1.2.2
A0LLF8	7.1.2.2
Q2LR05	7.1.2.2
Q7A3E6	7.2.2.8
P35315	7.2.2.10
A8G1W7	7.1.2.2
Q64343	7.6.2.-
P63351	7.6.2.8
Q92W56	7.5.2.12
Q87FK7	7.5.2.12
B1LBB9	7.1.2.2
Q10Z38	7.1.2.2
O30085	7.2.2.9
B5ZAW1	7.1.2.2
Q5HE95	7.1.2.2
A6TK63	7.1.2.2
Q1JCL5	7.1.2.2
B0RWC2	7.1.2.2
A7FPE0	7.1.2.2
B2K847	7.1.2.2
Q9P241	7.6.2.1
A1UR47	7.1.2.2
A6QB61	7.1.2.2
Q98QB7	7.1.2.2
Q603U2	7.1.2.2
Q2JIG0	7.1.2.2
A0LLG0	7.1.2.2
Q3AHK5	7.1.2.2
P27179	7.1.2.2
B8DWS4	7.1.2.2
Q3HKH9	7.1.2.2
Q21Z99	7.1.2.2
A7N6Q6	7.1.2.2
B9K7T9	7.1.2.2
Q9P7V2	7.6.2.2
B5YI22	7.1.2.2
Q13IW9	7.1.2.2
Q06J68	7.1.2.2
B8GRC0	7.1.2.2
Q2KU34	7.1.2.2
O95477	7.6.2.1
P41233	7.6.2.1
Q00820	7.1.2.2
Q7W3A8	7.1.2.2
C5CNB3	7.1.2.2
C0QW65	7.1.2.2
A5CVI8	7.1.2.2
O32219	3.6.3.3; 7.2.2.12
A9M839	7.1.2.2
P25489	7.2.2.13
B2Y1W2	7.1.2.2
P05023	7.2.2.13
Q9N0Z6	7.2.2.13
P0C2Z5	7.1.2.2
B8D6S5	7.1.2.2
Q0P3K5	7.1.2.2
A5FZ52	7.1.2.2
P04074	7.2.2.13
P13637	7.2.2.13
Q6MAK5	7.1.2.2
Q5E3S7	7.6.2.5
B9JTR4	7.1.2.2
A4JA33	7.1.2.2
Q3BAQ7	7.1.2.2
A9BFX5	7.1.2.2
A4GGB2	7.1.2.2
Q8YEM5	7.6.2.5
B9KES1	7.1.2.2
Q05FY3	7.1.2.2
Q487I2	7.6.2.5
Q478L3	7.6.2.5
Q8XE58	7.6.2.5
Q14FH2	7.1.2.2
P26526	7.1.2.2
O14983	7.2.2.10
P20647	7.2.2.10
Q00779	7.2.2.10
B0RED6	7.1.2.2
C1AW01	7.1.2.2
A7L9Z8	7.2.2.10
A2BVC4	7.1.1.6
D5ANZ2	7.1.1.8
Q09154	7.1.1.8
P08980	7.1.1.6
Q04236	7.1.2.2
B5RQS2	7.1.2.2
B5RLG8	7.1.2.2
Q69GY7	7.1.1.6
Q06564	7.1.2.2
Q7N4G1	7.-.-.-
Q325N3	7.6.2.7
B5F6J0	7.-.-.-
B5BKB2	7.-.-.-
P26291	7.1.1.6
B2UWY4	7.1.2.2
B0B7M4	7.1.2.2
Q3J9F3	7.1.2.2
A4FXD4	7.1.2.2
P13548	7.1.2.2
Q56403	7.1.2.2
O31214	7.1.1.8
Q46136	7.1.1.6
P14698	7.1.1.6
B7J127	7.1.2.2
P08746	7.1.2.2
C3N6D5	7.1.2.2
C1CES2	7.1.2.2
B8ZK31	7.1.2.2
Q8ZPM2	7.-.-.-
Q90647	7.1.2.2
Q3Z1Y4	7.-.-.-
Q69BK0	7.1.1.8
Q39291	7.1.2.2
Q5AJB1	7.1.2.2
A7FWQ7	7.1.2.2
P17255	7.1.2.2; 3.1.-.-
C6DH13	7.-.-.-
Q8ZED3	7.-.-.-
B4THD5	7.-.-.-
Q0THJ8	7.-.-.-
Q2FJ01	7.5.2.4
Q9LC44	7.5.2.4
A9N025	7.-.-.-
Q14FA5	7.1.1.-
A9II02	7.1.1.-
P09833	7.3.2.5
Q9CMS0	7.3.2.5
P69306	7.1.1.2
Q5QS71	7.1.1.2
P20788	7.1.1.8
Q8U4K3	7.3.2.6
A5I557	7.1.2.2
A7GGL4	7.1.2.2
A3MXY7	7.1.2.2
Q8P2U6	7.1.2.2
Q9UWW6	7.1.2.2
Q1JIX5	7.1.2.2
Q4J8L9	7.1.2.2
A2RC97	7.1.2.2
Q97QA8	7.1.2.2
A3CK48	7.1.2.2
P0DA07	7.1.2.2
Q0BIZ6	7.6.2.10
P30361	7.1.1.6
P86205	7.1.2.2
Q12WL1	7.1.2.2
Q8TIJ1	7.1.2.2
Q0W363	7.1.2.2
P22662	7.1.2.2
Q46FH3	7.1.2.2
Q2NF87	7.1.2.2
A1RSF1	7.1.2.2
C3MW93	7.1.2.2
Q1J8S5	7.1.2.2
Q971B7	7.1.2.2
C3NGV1	7.1.2.2
C4KHV0	7.1.2.2
A4WN96	7.1.2.2
B7MV10	7.-.-.-
Q8ZJD0	7.6.2.7
Q0T4E8	7.-.-.-
Q7XYM4	7.1.1.6
Q2FP52	7.1.2.2
Q2IQ95	7.1.2.2
A1QYP3	7.1.2.2
Q93SW8	7.1.1.6
A7HDG9	7.1.2.2
Q9RWG8	7.1.2.2
Q7A713	7.5.2.4
Q9KRT4	7.6.2.10
Q04237	7.1.2.2
Q9KT90	7.-.-.-
P65543	7.-.-.-
Q664P8	7.6.2.7
P51133	7.1.1.8
Q46ZM0	7.6.2.10
A8G3H7	7.1.1.6
Q8ZLF4	7.6.2.10
P26290	7.1.1.6
P81380	7.1.1.8
P05417	7.1.1.8
Q5PIB9	7.-.-.-
Q8D954	7.6.2.10
P94420	7.2.2.-
A0PZC6	7.1.2.2
Q0SSI2	7.1.2.2
C1CXU3	7.1.2.2
B0R755	7.1.2.2
Q18FB7	7.1.2.2
P31400	7.1.2.2
A4YI05	7.1.2.2
Q8TWL6	7.1.2.2
A8AUJ7	7.1.2.2
A7MML1	7.-.-.-
Q13KX9	7.6.2.7
C4ZY90	7.-.-.-
O31427	7.3.2.3
Q5LVM5	7.6.2.7
Q2NSZ9	7.-.-.-
Q3Z1Y2	7.-.-.-
Q822J8	7.1.2.2
Q5UXY8	7.1.2.2
A0B9K2	7.1.2.2
Q1CLE0	7.2.1.1
Q3J3F1	7.1.1.-
Q94VK0	7.1.1.2
A7FGQ5	7.1.1.-
Q2J0E7	7.1.1.-
Q6L3D4	7.1.1.-
B5RCE1	7.1.1.-
A0A385	7.1.1.-
B2TW57	7.1.1.-
B1WZG1	7.1.1.-
A1EA59	7.1.1.-
Q21E72	7.3.2.1
P07707	7.1.1.2
Q1Q8K4	7.3.2.1
A1RN03	7.2.1.1
Q3KL61	7.2.1.1
B8EC46	7.2.1.1
A4QK21	7.1.1.-
Q166X0	7.3.2.2
Q3AN52	7.1.1.-
P56752	7.1.1.-
Q7YEL1	7.1.1.2
B4THD4	7.-.-.-
Q320Y6	7.-.-.-
O49078	7.1.1.6
Q7NCE1	7.1.1.6
O23654	7.1.2.2
Q38677	7.1.2.2
Q5N5B0	7.1.1.6
Q2JUP1	7.1.1.6
Q74R28	7.6.2.10
Q03152	7.1.2.2
Q5L5J0	7.1.2.2
P50516	7.1.2.2
Q03498	7.1.2.2
Q184E7	7.1.2.2
Q48VL3	7.1.2.2
B1ICC9	7.1.2.2
B5XJH3	7.1.2.2
Q26975	7.1.2.2
B0K8E8	7.1.2.2
O94296	7.6.2.1
Q74MJ7	7.1.2.2
Q73M28	7.1.2.2
A9MRW8	7.-.-.-
Q8XDM1	7.5.2.10
Q7V654	7.1.1.6
Q8Z245	7.6.2.10
A1JIE0	7.6.2.10
Q02585	7.1.1.6
Q61VZ4	7.1.2.2
Q0P887	7.3.2.6
Q8EE77	7.-.-.-
Q69BJ9	7.1.1.8
Q2FQE9	7.1.2.2
O51121	7.1.2.2
Q7X9A6	7.1.1.6
Q9EVN3	7.-.-.-
C3LTR0	7.-.-.-
Q9L3P9	7.1.1.6
P51130	7.1.1.8
B4UH39	7.1.2.2
Q93SW6	7.1.1.6
Q5ZLR5	7.1.1.8
Q38676	7.1.2.2
B8HNR1	7.1.1.6
B1IJM8	7.1.2.2
B5E552	7.1.2.2
Q8U4A6	7.1.2.2; 3.1.-.-
B4T594	7.-.-.-
Q2FL43	7.1.2.2
A8AC29	7.1.2.2
B1YC22	7.1.2.2
C3MQL5	7.1.2.2
B5FIE7	7.-.-.-
B8JE35	7.1.2.2
Q5TTG1	7.1.2.2
P31404	7.1.2.2
Q39442	7.1.2.2
Q60186	7.1.2.2
O83541	7.1.2.2
Q9UVJ8	7.1.2.2
A7IAU8	7.1.2.2
Q1JDX0	7.1.2.2
Q1JNS8	7.1.2.2
Q8ZED4	7.-.-.-
Q49VI3	7.5.2.4
Q9SBN3	7.1.1.6
Q2TJ56	7.1.2.2
Q834X9	7.1.2.2
A3CS71	7.1.2.2
O57728	7.1.2.2; 3.1.-.-
A3DNQ6	7.1.2.2
B6YV14	7.1.2.2
Q97CQ0	7.1.2.2
A8HS10	7.1.2.2
B7HY64	7.1.2.2
Q74K17	7.1.2.2
P22478	7.1.2.2
Q7HHW4	7.1.2.2
A6MMS9	7.1.2.2
A4QDH3	7.1.2.2
Q042L3	7.1.2.2
Q7VQV6	7.1.2.2
B8FZ34	7.1.2.2
A4QLH9	7.1.2.2
A2S6J8	7.1.2.2
Q82XQ0	7.1.2.2
Q49KZ1	7.1.2.2
B1W0A3	7.1.2.2
A9WGS4	7.1.2.2
C1C899	7.1.2.2
P0DA04	7.1.2.2
Q8MBQ3	7.1.2.2
P12085	7.1.2.2
Q06RC2	7.1.2.2
Q2T880	7.1.2.2
P63678	7.1.2.2
Q46J68	7.1.2.2
P42005	7.1.2.2
B3H2P3	7.1.2.2
Q5M104	7.1.2.2
Q4K3A9	7.1.2.2
C1CLK6	7.1.2.2
Q2WGJ0	7.1.2.2
Q8E8B8	7.1.2.2
A4YCI0	7.1.2.2
Q3JNJ9	7.5.2.12
A3MQJ7	7.1.2.2
Q7GB25	7.6.2.2
B1W0A5	7.1.2.2
Q8DDG8	7.1.2.2
Q9K4D5	7.1.2.2
A1VIV0	7.1.2.2
Q223D4	7.1.2.2
Q8PCZ5	7.1.2.2
P11718	7.1.2.1
B6YR06	7.1.2.2
Q630U1	7.1.2.2
P09219	7.1.2.2
B2IQX2	7.1.2.2
Q8K2X1	7.6.2.1
P37808	7.1.2.2
Q8Y4C0	7.1.2.2
A8Z5R1	7.1.2.2
A4QK90	7.1.2.2
Q3AZM1	7.1.2.2
Q0AUD1	7.1.2.2
A1VPQ8	7.1.2.2
Q1KVU0	7.1.2.2
A0T0P4	7.1.2.2
A5ILX0	7.1.2.2
Q8G7B1	7.1.2.2
P00823	7.1.2.2
Q494C5	7.1.2.2
Q83HY2	7.1.2.2
Q7WEM7	7.1.2.2
Q9PR12	7.1.2.2
Q89X72	7.1.2.2
P78363	7.6.2.1
P12985	7.1.2.2
A5F457	7.1.2.2
Q9KNH3	7.1.2.2
A4YKD8	7.1.2.2
Q08DA1	7.2.2.13
Q57B86	7.1.2.2
P05024	7.2.2.13
B0VBP5	7.1.2.2
O51874	7.1.2.2
C1F3N8	7.1.2.2
A1W2T5	7.1.2.2
A7HT50	7.1.2.2
Q5P3L0	7.6.2.5
Q57FS7	7.6.2.5
B3PIS9	7.1.2.2
Q8FFR2	7.6.2.5
Q8R429	7.2.2.10
Q9C540	7.2.1.3
A9MXA8	7.1.2.2
B0RED4	7.1.2.2
B5ZSN7	7.1.2.2
Q9XIE6	7.6.2.1
Q8MBM3	7.1.2.2
Q1AVH9	7.1.2.2
A7MMX1	7.1.2.2
Q3Z8Z4	7.1.2.2
Q5X0P3	7.1.2.2
A1VPR5	7.1.2.2
Q9SZR1	7.2.2.10
Q49L13	7.1.2.2
Q6FFK0	7.1.2.2
Q601Z5	7.1.2.2
Q8XU76	7.1.2.2
Q87TT4	7.1.2.2
O03081	7.1.2.2
A5GV55	7.1.2.2
Q1QYT1	7.5.2.12
B5QVV9	7.6.2.8
Q7C1M3	7.6.2.8
Q882I8	7.5.2.12
Q2PMS8	7.1.2.2
Q1C7J0	7.5.2.12
Q9KSL1	7.6.2.8
Q8VZZ4	7.6.2.2
A5IFJ9	7.1.2.2
Q5ZWN7	7.1.2.2
A7HIX9	7.1.2.2
P42470	7.1.2.2
A3P8L5	7.1.2.2
C1C8A1	7.1.2.2
B7HFK4	7.1.2.2
P22477	7.1.2.2
A4VVK1	7.1.2.2
Q5M106	7.1.2.2
Q0AEI9	7.1.2.2
Q67TB9	7.1.2.2
C1CSD0	7.1.2.2
P54707	7.2.2.19
Q64392	7.2.2.19
Q6LKZ8	7.1.2.2
Q3A076	7.1.2.2
C5BKJ7	7.1.2.2
B7IG42	7.1.2.2
A3PS65	7.1.2.2
Q7UFB7	7.1.2.2
A6LJR3	7.1.2.2
A1A3C7	7.1.2.2
B9L1H1	7.1.2.2
B1LBC1	7.1.2.2
B7GTZ1	7.1.2.2
Q7VQV8	7.1.2.2
Q83G89	7.1.2.2
B1AIC1	7.1.2.2
A5E948	7.1.2.2
C0RF52	7.1.2.2
A9WWS4	7.1.2.2
Q8FYR3	7.1.2.2
A9NGW4	7.1.2.2
B7H296	7.1.2.2
Q1LKR4	7.6.2.5
B2I100	7.1.2.2
P0C2Z6	7.1.2.2
Q85FN4	7.1.2.2
Q6YXK3	7.1.2.2
P84582	7.1.2.2
P51242	7.1.2.2
Q0BWF7	7.6.2.5
A2C6X5	7.1.2.2
Q9C8H0	7.6.2.2
Q5X6P7	7.6.2.5
Q5WY52	7.6.2.5
Q1I2I5	7.1.2.2
P58165	7.2.2.10
Q94FB9	7.6.2.4
A3FIN4	7.6.2.1
Q5FKY2	7.1.2.2
Q7WEM9	7.1.2.2
Q09X32	7.1.2.2
Q8MBG0	7.1.2.2
A0QCX6	7.1.2.2
Q8RC15	7.1.2.2
Q1BRB0	7.1.2.2
Q8E5U8	7.1.2.2
A7I177	7.1.2.2
Q5H4Y6	7.1.2.2
Q2P7Q6	7.1.2.2
Q87E88	7.1.2.2
Q1GHY4	7.6.2.5
Q2NSG3	7.6.2.5
Q03V29	7.1.2.2
B1HM56	7.1.2.2
Q1CHI9	7.6.2.5
Q4FP38	7.1.2.2
B9LZ86	7.1.2.2
A8G6T8	7.1.2.2
A3PS59	7.1.2.2
P62626	7.1.2.2
P22700	7.2.2.10
A6BM08	7.1.2.2
A8F3K2	7.1.2.2
Q30QQ1	7.1.2.2
A0L2T0	7.1.2.2
A1WF58	7.1.2.2
A1SS62	7.1.2.2
Q5XCY2	7.1.2.2
B2I877	7.1.2.2
Q9PE85	7.1.2.2
A2RFC4	7.1.2.2
A9R5T9	7.1.2.2
A5III5	7.1.2.2
A4W1V9	7.1.2.2
Q5M5J3	7.1.2.2
B2V6N6	7.1.2.2
Q31RF1	7.1.2.2
Q30QP9	7.1.2.2
Q6MGM5	7.1.2.2
A5GNC8	7.1.2.2
A5GV72	7.1.2.2
Q15MU2	7.1.2.2
Q8DLP3	7.1.2.2
A1T0Z1	7.1.2.2
Q07VU2	7.1.2.2
Q47M80	7.1.2.2
Q2LY34	7.1.2.2
B3DTV2	7.1.2.2
Q9X1U7	7.1.2.2
Q112Z6	7.1.2.2
Q3ZJ00	7.1.2.2
Q7VU46	7.1.2.2
C0Z778	7.1.2.2
Q9MTL7	7.1.2.2
Q20EV9	7.1.2.2
P30714	7.2.2.13
B9MBA1	7.1.2.2
Q1BRA8	7.1.2.2
P50993	7.2.2.13
D2WKD8	7.2.2.13
Q5PKT6	7.6.2.5
P58312	7.2.2.13
Q8UC12	7.6.2.5
B3H2P5	7.1.2.2
A4QJA0	7.1.2.2
A2S6K0	7.1.2.2
Q0A808	7.6.2.5
A4STP5	7.1.2.2
A7H1H9	7.1.2.2
Q2YNU0	7.6.2.5
P14571	7.1.2.2
A6YG64	7.1.2.2
