Entry	EC number
Q8DCM9	4.3.2.1; 2.3.1.-
Q4ZWV3	4.1.1.31
B5XZ16	4.3.2.1
Q9FNJ8	4.2.1.91
Q83IS7	4.1.1.31
A3Q9C4	4.1.1.31
Q81RQ4	4.2.1.118
Q1GXA9	4.3.2.1
B8IZS3	4.3.2.1
Q03LH3	4.2.3.5
Q552W5	4.4.1.17
B2FP01	4.2.3.5
Q9A871	4.1.1.31
B7JM50	4.2.1.10
Q2NGS8	4.2.1.10
A1B3M0	4.3.2.1
Q30XS4	4.2.3.5
P26770	4.6.1.1
A9M929	4.3.2.3
Q834S2	4.2.3.5
P31104	4.2.3.5
B4SGR9	4.2.1.10
Q62JH1	4.3.2.3
Q9AP01	4.3.2.3
B0TZ52	4.2.1.10
P63608	4.2.3.5
A3NUG3	4.2.3.5
Q2A220	4.2.1.10
Q96UH7	4.1.2.13
Q9Z6M2	4.2.3.5
B1MCE8	4.2.1.10
B3QMJ7	4.2.3.5
Q9YEJ9	4.2.3.4
Q04W40	4.2.3.5
O65581	4.1.2.13
B2K461	4.2.1.10
A2XNK3	4.1.3.27
Q02188	4.-.-.-
Q0AEU9	4.2.1.10
B0KGQ9	4.2.2.3
Q96WZ5	4.1.3.1; 4.1.3.30
Q5SBP4	4.2.3.65
B2J913	4.2.3.4
Q5HQR7	4.2.1.10
Q52448	4.-.-.-
Q1JME5	4.2.1.10
Q9YE60	3.2.2.-; 4.2.99.18
B7V3D1	4.2.3.4
O13284	4.2.3.19; 5.5.1.13
Q7SY54	4.2.3.2
Q5E9S4	4.2.3.2
P56591	1.14.14.-; 4.2.1.152
P56592	1.14.14.-; 4.2.1.152
Q8N0X4	4.1.3.25; 3.1.2.30; 2.3.3.-; 2.3.3.9
B0BAK2	4.1.1.37
B2VH50	4.1.2.4
C4L415	4.1.2.4
Q0I634	4.2.1.104
O05956	4.2.99.18
Q3E6S9	4.4.1.-
Q7RVT0	4.2.1.66
Q67RZ3	4.1.2.4
Q316Q0	4.2.1.11
B2GG36	4.1.2.4
O32513	4.2.1.11
Q71Y27	4.1.2.4
Q73QJ5	4.1.2.4
Q88Z64	4.1.2.4
Q38XI2	4.1.2.4
P15007	4.2.1.11
A8LQL4	4.2.1.11
Q6GCY6	4.1.2.4
A6VQW4	4.1.2.4
Q9UUG0	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14
C3K743	4.2.1.59; 5.3.3.14
B7LLD0	4.2.1.17; 5.1.2.3; 1.1.1.35
C3L6K8	4.1.2.4
Q6LTK3	4.2.1.17; 5.1.2.3; 1.1.1.35
Q5FNN5	4.2.1.11
Q7WHI9	4.2.1.108
Q9RR70	4.2.1.2
C0RFV3	4.1.1.37
Q43299	4.1.1.31
C4KID1	4.99.1.3
Q0VRS0	4.1.1.31
P46513	4.2.1.1
Q5XCT6	4.2.3.5
A4XTH9	4.2.3.5
Q30NY4	4.2.3.5
A1KSP4	4.3.2.1
P22748	4.2.1.1
Q9Y232	4.2.1.-
Q8XZ40	4.2.3.5
Q723F8	4.2.1.10
Q96Y94	4.2.3.5
Q88SD8	4.2.1.10
A7FNT5	4.2.3.4
P23589	4.2.1.1
Q93QX0	2.6.1.1; 4.1.1.12
B5FC62	4.2.1.10
B7I5W6	4.2.3.5
Q5E3U6	4.2.3.5
Q11Y57	4.2.3.5
A5UM12	4.3.1.32
A4FXR1	4.3.1.32
A6VFG8	4.3.1.32
B8D9I2	4.2.1.10
A0A0K1TQ05	4.1.99.23
A4YH98	4.1.1.19
Q8XWV7	4.3.2.1
P32459	4.3.2.3
P36580	4.1.2.13
Q48255	4.2.1.10
B5RF45	4.3.2.1
P67477	4.1.2.13
B0SHV8	4.2.3.5
B4TGJ6	4.2.1.10
A6U067	4.3.2.1
Q6M0G7	3.2.2.-; 4.2.99.18
P61819	4.99.1.3; 4.99.1.11
Q3KCB2	4.3.2.1
B5BL54	4.2.1.149
P05083	4.3.2.1
A3PJS2	4.2.3.4
Q981V0	4.3.2.1
A5H2Q8	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25
A1AW10	4.2.3.4
Q74ZZ1	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25
C9SE96	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25
Q5PPV4	4.3.2.7
A6M255	4.2.3.4
P49608	4.2.1.3
A1CPW7	4.2.1.10
P21399	4.2.1.3
C5M799	4.2.1.10
P55216	4.4.1.1
D9XDR8	4.2.3.162
B6H4C6	4.2.1.10
Q9ZN54	4.2.1.1
B2WGR9	4.2.1.10
B7N1G6	4.2.3.4
C6DEP1	4.1.2.4
Q4ZMV1	4.1.2.4
Q7VW79	4.2.1.11
Q6QUY8	4.2.1.108
Q6ADR6	4.2.1.11
O69529	4.1.2.25; 5.1.99.8; 1.13.11.81
A4STD1	3.2.2.23; 4.2.99.18
A6V1E3	4.2.1.59
P06746	2.7.7.7; 4.2.99.-
Q9AHY3	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
Q9HXY7	4.2.1.59
P61455	4.2.1.59
P00816	4.2.1.104
Q1ZXF1	4.2.1.17
Q57T28	4.2.1.59
Q0VQD6	4.2.1.11
B7I918	4.2.1.11
P30575	4.2.1.11
A6TU30	4.2.1.11
P0ACX8	4.2.1.2
Q88YH3	4.2.1.11
A6U8L1	4.2.1.59
Q5SLL0	4.3.2.1
B7JS05	4.3.2.1
Q39DW2	4.3.2.1
A1BG31	4.3.2.1
Q2P0T3	4.2.3.5
C5CRT0	4.3.2.1
Q7V9U4	4.1.1.31
A7GXA8	4.3.2.1
B6JFJ0	4.2.3.5
Q9HN43	4.1.1.31
Q0SY38	4.1.1.31
B1KKS1	4.2.3.5
A0QWQ9	4.2.3.5
A3MA94	4.1.1.31
A4W246	4.2.3.5
Q3K0D5	4.2.3.5
C5G6D7	4.2.2.21
Q67N10	4.2.3.4
B7MVG9	4.2.1.10
Q7U6M8	4.2.3.4
B7M714	4.3.2.1
O83578	4.1.3.16; 4.1.2.14
B0R338	4.2.1.10
P14141	4.2.1.1
O30557	4.2.1.10
Q1C2P3	4.2.3.4
A5WDY8	4.2.3.5
Q31RS5	4.2.3.5
A1AID4	4.1.1.31
Q8U7B8	4.2.1.10
Q0W4B8	4.2.1.10
A8ADP9	4.2.3.5
Q3AUR6	4.2.3.5
B3GZB8	4.2.1.10
Q9QZA0	4.2.1.1
A4FWC6	4.2.1.10
P9WQ83	4.4.1.13
B1I3D5	4.2.3.5
Q40778	4.2.1.92
P53448	4.1.2.13
B2UIG7	4.1.1.4
Q2N810	4.2.3.5
Q6N726	4.2.1.10
Q8ZKL6	4.3.2.1
B1JC20	4.3.2.3
C9K2Q3	4.2.3.43; 2.5.1.29
Q8NUM5	4.1.2.13
Q8ZW59	4.2.1.10
Q31DP9	4.2.3.4
A0JX82	4.2.3.4
Q5ZX00	4.2.3.4
Q2JT26	4.-.-.-
P26899	4.3.1.1
P0AC39	4.3.1.1
P44324	4.3.1.1
P59786	4.2.2.3
P63587	4.2.1.10
B4RQ17	4.2.3.4
Q0AJ12	4.2.3.4
A1KS84	4.2.3.4
Q1QQW6	4.2.3.4
B4U2K6	4.2.1.10
A1AQL5	4.2.3.4
A8AXZ6	4.2.1.10
Q0TLV3	4.2.1.149
A8G451	4.2.3.4
Q9ZAE9	4.2.3.152
B6YX10	4.2.1.10
Q06365	4.2.2.3
Q6A8I2	4.2.3.4
Q83AJ2	4.2.3.4
P87175	4.2.99.18
Q54XS2	4.2.1.3
B1IP76	4.2.3.4
B8E6P4	4.1.2.4
Q8R1K4	4.2.3.134
A4IYI9	4.2.3.4
P0A5H4	4.1.3.1
Q8VJU4	4.1.3.1
Q8YPM0	4.1.2.4
B7NP24	4.2.1.17; 5.1.2.3; 1.1.1.35
P34731	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14
B6ENG3	4.1.2.4
C6E471	4.2.1.11
B9IXA5	4.1.2.4
A4FZA6	4.2.1.11
P15429	4.2.1.11
P46362	4.1.2.25; 5.1.99.8
Q93Q12	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
A4WJK5	4.-.-.-
P07896	4.2.1.17; 5.3.3.8; 1.1.1.35
O34403	3.2.2.23; 4.2.99.18
Q39EV9	4.2.1.11
P0C0G4	4.1.2.25
P74342	4.1.2.25
O69782	4.-.-.-
B4EDA1	4.2.1.11
Q0BDS3	4.2.1.11
Q5JGK8	4.-.-.-
A1V5K2	4.2.1.11
B7VGL4	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
A1UL09	4.2.1.11
A7IG40	4.3.2.1
A8XKV0	4.2.1.1
A6UUV1	4.2.3.5
B2S8N8	4.3.2.1
C0Q472	4.1.1.31
C1D665	4.3.2.1
Q3J713	4.2.3.5
P50514	4.3.2.1
A5U5N9	4.2.3.5
O43570	4.2.1.1
P51464	4.3.2.1
A6Q1H1	4.2.3.5
A7H3C0	4.3.2.1
Q8CI85	4.2.1.1
B3A0P2	4.2.1.1
B1MB03	4.3.2.1
A1JI20	4.1.1.31
A1ABN0	4.2.1.10
A3PAU4	4.2.3.5
P00918	4.2.1.1
A1UH95	4.3.2.1
B5Y1W9	4.2.1.10
Q8P6X3	4.2.3.4
B5XZ20	4.1.1.31
Q9V1H0	4.2.3.5
Q89MA1	4.2.1.10
P43166	4.2.1.1
A5FY49	4.2.3.5
P16016	4.2.1.1
Q2IMD4	4.2.3.5
Q2A549	4.2.3.5
Q492G9	4.2.3.5
Q6NH05	4.2.1.10
B5YPM2	4.3.2.3
B8F6C8	4.2.1.10
Q0BG24	4.2.3.5
A4FBE9	4.2.1.10
A1S265	4.3.2.1
P74309	4.1.2.13
B3PW72	4.3.2.3
B5EYB6	4.3.2.3
Q3AEF4	4.2.3.5
Q5HE75	4.1.2.13
Q88VL0	4.2.3.5
Q04XD2	4.2.3.5
Q3AMA6	4.2.1.10
P0A4Z7	4.2.1.10
B0V8M9	4.2.3.4
Q9ZMF2	4.2.3.4
P00187	1.14.14.-; 4.2.1.152
Q31U28	4.3.2.1
B5XTU7	4.2.3.4
P73092	4.-.-.-
P63582	4.3.2.1
Q3M4V2	4.2.3.4
B1HTD2	4.2.3.4
C3P5A4	4.2.3.4
Q60BY2	4.2.3.4
A4TBX8	4.2.3.4
C5AZ74	4.2.1.55
C1EN14	4.2.3.4
Q7NKE0	4.-.-.-
C6DGD4	4.2.3.4
A9IZS4	4.2.3.4
Q5KQT7	1.14.14.-; 4.2.1.152
P47296	4.1.2.4
C7E5W0	4.2.3.47
A4WHP7	4.1.2.4
B4TA81	4.2.1.6
B1YLD8	4.2.1.11
B5FA98	4.1.2.4
Q0BKV1	4.2.1.11
Q9AXB0	4.1.1.37
Q1BVA7	4.1.2.4
B4SZR0	4.2.1.17; 5.1.2.3; 1.1.1.35
A8H728	4.1.2.4
C1EQH0	4.1.2.4
Q50130	4.2.1.17
B5XYH0	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
Q7NZ02	4.2.1.2
Q48GW3	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
Q07HI5	4.4.1.22
B2A6Z1	4.2.1.11
A1UZN2	3.2.2.23; 4.2.99.18
Q98LU4	4.4.1.22
Q11AV8	3.2.2.23; 4.2.99.18
A9N0T0	4.2.1.59
Q5E326	4.2.1.11
B1KTJ8	4.2.1.11
B9E6B1	4.2.1.11
C3PFA7	4.2.1.11
A2Z8F9	4.2.1.104
A5V3H2	4.2.1.59
A9A9J5	4.4.1.28
Q8K0C9	4.2.1.47
A4J4X3	3.2.2.23; 4.2.99.18
P25696	4.2.1.11
P39858	4.-.-.-
Q13686	1.14.11.-; 1.14.11.51; 4.2.99.18; 1.14.11.33
A4VN44	4.1.1.31
Q5JFT4	4.2.3.5
A4X607	4.2.3.5
B0JWQ2	4.2.3.5
Q7MAX5	4.1.1.31
Q5HFV8	4.2.3.4
Q6GGU4	4.2.3.4
A9MI14	4.1.1.31
B2G6Y7	4.3.2.1
Q2FGX4	4.2.3.5
A8G2N2	4.2.3.5
B8ILR2	4.3.2.1
Q7M316	4.2.1.1
Q46HE7	4.2.3.5
Q7MV04	4.2.3.5
Q46079	4.2.2.19
Q88LU7	4.2.3.5
Q08432	4.4.1.13
A4YHV8	4.2.1.10
Q7NIT2	4.3.1.32
B0VPN2	4.2.3.5
Q634Y5	4.2.1.10
B8DRR9	4.2.3.5
A8LMT3	4.2.3.5
A7ZPE5	4.2.3.5
A4XLN1	4.2.1.10
P86979	4.1.2.13
P00883	4.1.2.13
Q0HQV5	4.2.1.10
C1DCV6	4.2.1.10
B9LK59	4.2.3.5
A6TC15	4.2.3.5
Q7M8I1	4.2.1.10
Q5X2Y6	4.2.3.5
B0SRH8	4.2.3.5
A3M9I8	4.2.3.4
Q96242	4.2.1.92
A9VMC6	4.2.3.4
Q42669	4.2.1.3
A0MTA1	3.1.-.-; 4.2.99.18
A2T6Y4	3.1.-.-; 4.2.99.18
P08566	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25
P27695	3.1.-.-; 4.2.99.18
A4QYU7	4.2.1.10
Q46WJ4	4.2.3.4
A5EXS0	4.2.3.4
Q84LF0	4.2.3.61
Q8BZB2	4.1.1.36
Q8R5U4	4.1.1.81
F2MTI0	4.2.3.4
Q46925	2.8.1.7; 4.4.1.-; 4.4.1.16
A7GDP8	4.1.2.4
Q3YZM2	4.2.1.17; 5.1.2.3; 1.1.1.35
Q96UG7	4.2.1.66
P93110	4.1.3.1
P49296	4.1.3.1
Q73SV2	4.1.2.4
P0A6P9	4.2.1.11
Q65H59	4.1.2.4
Q640C5	4.1.1.84
Q5UX95	4.1.2.4
Q7MI38	4.1.2.4
B0VBT2	4.1.1.37
B6EGU2	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
D2B747	4.2.3.170
P28894	4.2.1.2
Q2NG02	4.2.1.11
B1XAN4	4.2.2.n2
Q7VKC9	4.2.1.2
Q8BMS1	2.3.1.-; 4.2.1.17; 1.1.1.211
A9HRH6	4.3.2.1
C5CS25	4.2.3.5
Q5M0M0	4.2.3.4
B8I1A0	4.3.2.1
A7ZMF8	4.2.1.10
Q03LH4	4.2.3.4
Q8PP82	4.1.1.31
B7K2S1	4.3.2.1
Q99N23	4.2.1.1
Q8PUM6	4.3.2.1
Q1IWM5	4.3.2.1
O74794	4.4.1.17
A5W794	4.2.3.5
A5UCN0	4.1.1.31
Q92EG6	4.2.1.10
Q88K84	4.2.1.10
Q5N2I0	4.2.3.5
Q12U14	4.1.1.-
A1W6C8	4.2.1.10
Q664M0	4.2.3.4
A3N3F8	4.2.1.10
Q0ACQ4	4.2.1.10
A3CV25	4.2.1.10
A1W6H4	4.2.3.5
Q5P1K1	4.2.3.5
A6M020	4.1.1.4
Q2SVC0	4.2.3.5
B5XVW6	4.2.3.5
B8H3W7	4.2.3.5
P58687	4.2.1.10
A9KMD8	4.2.1.10
Q8ZAX1	4.2.1.10
B8ZUK3	4.2.1.10
Q2FIB5	4.3.2.1
A8MH15	4.2.3.4
Q64678	1.14.14.-; 4.2.1.152
Q7V209	4.2.3.4
F4JNY0	4.2.99.18
B3IUN8	4.1.1.6
B0B7T8	4.2.3.4
Q9HP08	4.1.2.4
Q4WZ01	4.2.1.10
A8JR14	4.2.99.18
P28271	4.2.1.3
A3DDJ2	4.2.3.4
C0QI43	4.2.1.11
Q6BKA3	4.2.1.10
A8ZSY5	4.2.1.11
A0A2P1GIW2	4.-.-.-
A3LYE4	4.2.1.10
Q9I468	4.1.1.81
O51752	4.1.1.36; 6.3.2.5
Q9X839	4.2.3.22; 4.2.3.75; 4.1.99.16
P83147	4.2.2.-
Q74BL6	4.2.3.4
P16066	4.6.1.2
B5XV19	4.2.1.11
Q5P4Q4	4.1.1.37
B5ZAZ0	4.2.1.11
A6NHG4	4.1.1.-
B5EVR2	4.2.1.108
B7HIT0	4.1.2.4
Q9Z6P6	4.2.1.2
A9MA02	4.2.1.59; 5.3.3.14
B5EZW0	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
B5RFL6	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
P59243	4.2.2.n2
C5JJW0	4.2.1.104
A1U0Y3	4.2.3.5
Q4L4X6	4.3.2.1
Q3SZJ0	4.3.2.1
Q3BSI8	4.3.2.1
P9WPY1	4.2.3.5
Q980A7	4.99.1.3
Q5HP77	4.2.3.5
Q66G70	4.3.2.1
Q1CNQ3	4.3.2.1
Q6D2M6	4.2.3.5
Q5WKM9	4.2.1.10
Q2FLH1	4.1.1.31
Q3BXC4	4.1.1.31
C3NGG2	4.99.1.3
P53703	4.4.1.17
Q7MH84	4.2.3.4
C3MZF2	4.2.3.5
C1L005	4.2.1.10
P78710	4.2.2.23
B7H1C7	4.2.1.10
C3PGM7	4.2.3.5
A7GSL7	4.2.1.10
Q9ERQ8	4.2.1.1
Q08828	4.6.1.1
P28035	4.-.-.-
A4JKF7	4.1.1.4
Q0A9B2	4.2.3.5
Q143B9	4.3.2.1
A2C5K9	4.3.2.1
A9MAS9	4.2.1.10
Q4FVJ6	4.3.2.1
Q07262	4.4.1.14
C4L6N3	4.2.3.5
B8E0Z3	4.2.1.10
Q9HRI2	4.1.2.13
Q3JIC1	4.1.1.4
Q7NFY1	4.2.3.5
Q48KS5	4.3.2.3
B8D2E3	4.2.1.10
A8Z6F5	4.2.3.5
B8CTL3	4.2.1.10
B0R3Y0	4.1.2.13
Q9ZLH1	4.2.3.5
R1ERP2	4.4.1.3
Q8PD27	4.2.1.10
A8G1A3	4.3.2.1
A5VAA0	4.3.2.1
C5CU07	4.2.1.10
Q38X86	4.2.3.4
Q5HHC5	4.3.2.1
Q0CJ60	4.2.1.-
O50660	4.2.2.3
Q65R35	4.2.3.4
G1XU02	4.1.1.-
P57526	4.1.2.13
Q2YB61	4.2.3.4
Q4L4R1	4.2.1.10
E9ET41	4.2.1.-
P19414	4.2.1.3
P07346	4.3.1.1
Q6CZQ9	4.2.3.4
Q8TXW8	3.2.2.-; 4.2.99.18
P44953	4.1.1.36; 6.3.2.5
B5GMG2	4.2.3.108
Q6GUR1	1.14.14.-; 4.2.1.152
P83146	4.2.2.-
Q14H73	4.2.3.4
D0VMR7	4.2.3.87; 4.2.3.93
Q71EW5	4.2.1.112
A5PK65	4.1.1.84
P61084	4.1.2.4
A8FJ14	4.1.2.4
Q5WL77	4.2.1.108
A9IJZ8	4.2.1.108
Q7U2S5	4.2.1.17
Q8YB50	4.2.1.2
Q81F85	4.2.1.2
A1KHG1	4.2.1.11
A3NF35	4.1.1.37
Q3SKN0	4.2.1.59
Q0CVK8	4.2.1.104
Q9ZJQ9	4.2.1.2
P59566	4.2.1.11
B7LSJ1	4.2.2.n2
Q0VQ05	2.1.1.107; 1.3.1.76; 4.99.1.4
B5XQ85	4.2.2.n2
A3NB82	4.2.1.11
Q4JJB1	4.2.1.104
P0CN03	4.2.1.104
B1IUQ0	4.1.1.37
P51062	4.1.1.31
Q73NM0	4.2.3.5
A4WG51	4.3.2.1
Q8DRI4	4.3.2.1
Q04MW6	4.3.2.1
A4WWC0	4.2.3.5
Q7VME5	4.3.2.1
Q8TXN1	4.2.3.5
B5RCK9	4.2.3.5
Q6HCP8	4.3.2.1
Q7XUS2	4.1.3.27
C4L8D2	4.2.3.5
Q218E3	4.1.1.31
P10490	4.1.1.31
A1AQL6	4.2.3.5
A2C058	4.2.3.5
A8MJ87	4.2.1.10
Q8UWA5	4.2.1.1
Q4JC76	4.2.3.4
Q0AM30	4.3.2.1
P00921	4.2.1.1
Q3SLY4	4.2.3.4
A0PP80	4.3.2.1
Q4FRQ5	4.2.3.5
P48284	4.2.1.1
A0RFD4	4.2.3.5
P63503	4.4.1.13
Q3AAZ0	4.2.1.10
P63609	4.2.3.5
Q9STR4	4.4.1.14
B1YB49	4.3.2.1
A4QB64	4.2.1.10
Q5KXU4	4.2.3.5
P0AB71	4.1.2.13
B7MQL7	4.3.2.3
