Entry	EC number
Q48GW3	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
Q3IKH4	5.3.1.9
B9J6V9	5.4.2.7
Q81ME0	5.4.2.7
Q9Y9I9	5.4.3.8
B0R7L9	5.4.3.8
A3NQ71	5.1.1.7
Q9HMY8	5.4.3.8
Q0VSP6	5.4.3.8
A1S1L6	5.4.2.12
O22870	5.2.1.8
B7HN67	5.4.2.7
A3DAN0	5.4.2.12
Q9PMD8	5.1.1.7
B6JKN5	5.4.3.8
P18240	5.3.1.9
Q2RQ51	5.3.1.9
Q8KDQ7	5.3.1.9
Q96AY3	5.2.1.8
B0UST3	5.4.3.8
Q07VW8	5.4.2.12
Q5WH37	5.4.2.7
B8DRL1	5.1.1.1
Q14IP6	5.1.1.1
A1VIH8	5.1.1.1
O82140	5.4.99.39
O51182	5.1.1.1
E2IUB0	5.4.99.8
B1LFZ6	5.3.1.4
A4IPA1	5.3.1.4
B8DKW0	5.3.1.28
D5SQS4	5.1.1.8
D7A0Y3	5.1.1.8
B7IDT4	5.4.2.12
A0RXB3	5.4.3.8
Q3YZM2	4.2.1.17; 5.1.2.3; 1.1.1.35
Q71Y60	5.4.2.7
A4TPM1	5.3.1.28
Q38931	5.2.1.8
P0A9L4	5.2.1.8
Q2JX86	5.3.1.9
Q255P2	5.4.2.10
Q9KUY4	5.3.1.9
B5EGN2	5.3.1.28
A8EW05	5.4.2.12
C1EWG6	5.4.3.8
B6EGU2	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
Q7N6S0	5.4.2.11
B3GYL3	5.1.1.7
A4Y3F6	5.1.1.1
Q2XPU6	5.4.99.8
Q67K79	5.1.1.1
B1I755	5.1.1.1
Q4UNC8	5.1.1.1
B4S1A6	5.1.1.1
B7J192	5.1.1.1
P63840	5.4.99.61
Q88BD4	5.4.2.2; 5.4.2.8
Q5KYP7	5.3.1.4
Q9S467	5.3.1.4
Q65WJ5	5.3.1.4
B8D7E7	5.3.1.28
B7LXV9	5.4.2.-
A0NXQ7	5.1.1.8
A3CSK8	5.4.2.12
Q86ZF2	5.2.1.8
Q6LXB3	5.4.2.12
Q9I476	5.1.1.8
C3PL50	5.4.2.10
Q4JAH5	5.4.2.12
Q980A0	5.4.2.12
Q8A861	5.1.1.20
B5R2J8	5.4.2.7
B1JL20	5.4.2.-
A1UAR1	5.4.3.8
B5R9V1	5.4.2.7
Q18B86	5.4.2.7
Q0BRW8	5.3.1.28
Q6MAC7	5.4.3.8
A0RKS4	5.4.2.12
Q6HBF2	5.4.2.12
Q890U1	5.4.2.10
P13375	5.3.1.9
A9MA02	4.2.1.59; 5.3.3.14
B5EZW0	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
Q5P2V2	5.1.1.7
B5RFL6	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
Q8PYF8	5.4.2.12
Q8EX97	5.1.1.1
Q92DC9	5.1.1.1
B3DTJ5	5.3.1.4
P13569	5.6.1.6
Q2QL83	5.6.1.6
Q46ZL2	5.4.4.3
B4EHE6	5.1.1.8
Q3JHA9	5.1.1.8
Q9YBI2	5.4.2.12
A3QFI1	5.1.1.8
Q8ZVE4	5.4.2.12
Q9RHM8	5.3.2.6
A2BPW6	5.4.3.8
Q75KD7	5.3.99.6
Q9S7H4	5.4.99.5
A1JP02	5.3.1.28
C0Q8F5	5.4.2.-
Q43207	5.2.1.8
Q57726	5.2.1.8
Q9ESX5	5.4.99.-
A4IRG2	5.4.3.8
Q6Y8Q8	5.4.2.12
B8HCQ9	5.4.2.11
B8JGW9	5.3.1.9
Q87KZ5	5.4.2.12
Q3IS17	5.4.2.12
B2S928	5.3.1.9
A1V9X6	5.4.3.8
Q17VS9	5.4.2.10
Q8FL16	5.4.3.8
B9MF68	5.4.3.8
E2IUA8	5.4.99.50
A1UQV5	5.1.1.7
A3NAH2	5.3.1.9
A3PMX9	5.4.2.12
A5FIM3	5.4.3.8
Q8FYF0	5.1.1.7
E6UB41	5.1.3.11
O33949	5.5.1.1
Q9HZU2	5.4.99.61
Q5HUQ3	5.1.1.1
Q5ZL72	5.6.1.7
Q44493	5.1.3.37
Q887Q9	5.3.1.8; 2.7.7.13
Q9P4V2	5.4.2.3
A2XID3	5.3.99.6
Q2IBF6	5.6.1.6
A8ALP0	5.3.1.4
A5ILK6	5.4.2.12
Q6D4W5	5.3.1.4
Q57TF9	5.3.1.4
O35469	1.1.1.-; 1.1.1.145; 5.3.3.1
A0A0D1DWQ2	5.4.99.5
B2U268	5.3.1.4
Q326H3	5.3.1.4
Q32K31	5.3.1.4
Q7UDT4	5.3.1.4
Q3Z5U9	5.3.1.4
C4L8B5	5.3.1.4
Q67477	1.1.1.145; 5.3.3.1
P9WMV9	1.1.3.6; 5.3.3.1
A0A0U1LSP0	5.4.3.10
A1JMB6	5.3.1.4
P58540	5.3.1.4
B1JKM7	5.3.1.4
P57472	5.4.99.5; 4.2.1.51
P0A9J9	5.4.99.5; 4.2.1.51
Q8H0G2	5.5.1.6
Q0JF02	5.5.1.14
A1TYG5	5.4.3.8
Q9AI36	5.3.1.28
A1RPP6	5.3.1.28
B1KP81	5.3.1.28
Q42406	5.2.1.8
Q1IW58	5.4.2.12
Q74C57	5.4.2.12
A0KU09	5.4.2.7
Q46E58	5.4.2.12
Q6KZJ6	5.4.2.12
A1AI95	5.3.1.1
Q8P7R6	5.3.1.24
Q8E0H0	5.3.1.1
B9KDZ7	5.2.1.8
P27876	5.3.1.1
Q3AU11	5.2.1.8
Q5WAX6	5.6.2.1
A1US90	5.3.1.1
Q6MP18	5.3.1.1
Q1JCT5	5.3.1.1
Q5LCV9	5.3.1.5
A9M9H3	5.3.1.5
P0A8G3	5.3.1.12
C3K8E3	5.3.1.5
Q9Y7X5	5.1.3.2
Q81JS3	5.3.2.-
B4T952	5.3.1.5
Q5PLM6	5.3.1.5
A4WVT8	5.3.1.5
B0BTI9	5.3.1.5
A7MNI5	5.3.1.5
Q9ZDM8	5.3.1.-
O77458	5.3.1.1
Q6BMB8	5.3.1.1
Q5V4J7	5.3.1.1
B0V4R6	5.2.1.8
Q8FIP7	5.4.99.24
Q8PJ25	5.4.99.12
C0R4F9	5.4.99.12
Q72DL8	5.4.99.12
Q8WWH5	5.4.99.-
Q898R2	5.3.1.1
A6V720	5.2.1.8
O27661	5.6.2.1
B2S3C9	5.3.1.1
Q07050	5.6.2.1
A4SM41	5.2.1.8
Q68WY2	5.2.1.8
A7FE06	5.3.1.12
P29812	5.3.3.12
Q9ZMQ7	5.2.1.8
Q9UTB3	5.4.99.-
B2IKV4	5.3.1.24
P0A858	5.3.1.1
Q2RZ60	5.2.1.8
Q1EG72	5.5.1.17; 4.2.3.113; 4.2.3.55; 4.2.3.15; 4.2.3.16; 4.2.3.25
Q2RIT8	5.3.1.24
Q3SJQ7	5.3.1.1
B9DNC1	5.2.1.8
A6L9J9	5.3.1.24
B1X8I1	5.3.1.5
P54604	5.4.99.-
Q92Q12	5.2.1.8
Q8FN35	5.2.1.8
Q4JWV5	5.2.1.8
Q8DG25	5.2.1.8
Q2SML7	5.3.1.1
Q5H435	5.2.1.8
Q6MBF0	5.2.1.8
P13997	5.3.1.24
Q2Y7R3	5.3.1.24
A1SWS5	5.3.1.1
B8BDQ4	5.6.2.2
B7VBQ7	5.3.1.24
Q7ZWN5	5.3.1.1; 4.2.3.3
Q9X909	5.6.2.1
A9KL42	5.3.1.24
A0AJ81	5.3.1.24
Q87YI1	5.3.1.24
Q2K433	5.3.1.5
P45614	5.4.99.-
B5R4P8	5.3.1.5
B9KPP8	5.3.1.5
C0MA32	5.3.1.12
Q1C300	5.3.1.12
O27818	5.1.3.13
Q9PDK6	5.4.99.12
P00947	5.3.3.1
B1X929	5.4.99.12
B6I4U6	5.4.99.12
Q326I0	5.2.1.8
Q3K5T4	5.2.1.8
Q87ST4	5.2.1.8
Q9PDK5	5.3.1.24
P57456	5.4.99.25
Q1BA81	5.4.99.25
Q2G2Q3	5.4.99.25
Q7TU07	5.4.99.12
B3WCW6	5.3.1.1
Q07TX2	5.4.99.12
B8ZV94	5.4.3.6; 4.3.1.23
Q92C26	5.4.99.25
A6QGH0	5.4.99.25
Q8ENP4	5.3.1.1
Q1H1G1	5.2.1.8
Q8DLI3	5.2.1.8
Q55511	5.2.1.8
Q81TL9	5.3.1.24
O66893	5.6.2.1
Q8TXZ9	5.3.1.24
A6U8Q2	5.2.1.8
Q46KV4	5.3.1.1
B1I3Z6	5.3.1.24
A4TPE4	5.2.1.8
A6U2E3	5.2.1.8
Q9KNR1	5.3.1.1
B6JCP1	5.3.1.24
Q8ESU3	5.3.1.24
Q8PEW5	5.3.1.5
A3N3K2	5.3.1.5
B1IRM5	5.3.1.12
B0URH4	5.3.1.12
Q5KYS6	5.3.1.5
Q03161	5.1.3.15
Q7XPW5	5.4.2.8
Q607C7	5.1.1.-
Q9SM59	5.4.2.2
Q9CXN7	5.1.-.-
B9LBK4	5.3.1.23
Q6DA26	5.1.3.32
A9MI70	5.1.3.32
Q8ZKL1	5.4.99.-; 5.4.99.21
Q31U88	5.1.3.32
Q16518	3.1.1.64; 5.3.3.22
Q91ZQ5	3.1.1.64; 5.3.3.22
A7I6S5	5.3.1.6
Q493E8	5.3.1.6
Q8Z7D5	5.4.99.22
B2I9J0	5.4.99.12
Q1JF14	5.2.1.8
B2HNG6	5.2.1.8
Q2LTK6	5.2.1.8
O28671	5.3.1.24
Q8XKK0	5.2.1.8
A8A724	5.3.1.1
P04828	5.3.1.1
Q8Z7D9	4.1.1.48; 5.3.1.24
Q601U7	5.4.99.25
B1IUT4	5.4.99.27
Q8U2C1	5.4.99.12
P34937	5.3.1.1
A1UET1	5.4.99.25
A1RU12	5.4.99.12
Q0C197	5.3.1.1
Q9PKU2	5.4.99.25
B3WAI6	5.4.99.12
B3QZ05	5.4.99.25
A3CXX4	5.4.99.12
Q8Z3H9	5.4.99.25
Q7MBB8	5.4.99.25
B2FNZ6	5.4.99.12
B2JA20	5.3.1.1
A7FQN8	5.3.1.1
A8F755	5.2.1.8
A6Q1C0	5.2.1.8
B7I0F1	5.3.1.24
Q73M39	5.2.1.8
A7ZIJ4	5.2.1.8
C6DB54	5.2.1.8
A5D446	5.2.1.8
Q837W3	5.2.1.8
Q8NKN9	5.3.1.1
P66935	5.2.1.8
Q4L716	5.2.1.8
A4VPP4	5.3.1.1
Q49YA7	5.2.1.8
Q9UXX2	5.3.1.1
A1WY07	5.3.1.24
Q2GJB3	5.2.1.8
B2JZB1	5.3.1.1
Q8XXP9	5.3.1.1
A3MUC6	5.3.1.1
B1VXA5	5.2.1.8
B7HEA5	5.2.1.8
Q0S0J3	5.3.1.1
Q9ZJU8	4.1.1.48; 5.3.1.24
A0A0L0P6P7	5.6.2.1
Q15PG0	5.3.1.5
Q9C7W7	5.1.3.2
O51155	5.4.99.-
B5EX72	5.3.1.5
A9MUV0	5.3.1.5
P09033	5.3.1.5
B2K7D2	5.3.1.5
A7Z522	5.3.1.5
A5FC03	5.3.1.12
Q1GNM2	5.3.1.12
B6JGU6	5.2.1.8
Q5Z064	5.2.1.8
B6J0W1	5.2.1.8
B3QMF2	5.3.1.24
P67527	5.3.2.-
P94502	5.3.2.-
B2JGL4	5.2.1.8
A4F9F6	5.2.1.8
B7LLY0	5.1.3.4
Q9KEZ4	5.3.1.12
A4IP67	5.3.1.5
P9WHQ3	5.4.99.-
A8HQ40	5.3.1.24
Q73I58	5.2.1.8
C1DQD4	5.3.1.24
P57371	5.6.2.1
A8LQQ9	5.2.1.8
Q5HWC0	5.3.1.24
Q0DSV9	5.6.2.2
J9R388	5.5.1.12
O07898	5.4.4.2
Q5UQB5	5.6.2.1
B8FA39	5.3.1.24
O69548	5.6.2.1
Q2FXQ6	5.2.1.8
Q7NZI3	5.3.1.1
B7MB25	5.3.1.12
Q5GYQ7	5.3.1.5
P12070	5.3.1.5
B5RE96	5.3.1.12
Q2SW40	5.3.1.5
A3DJ09	5.2.1.8
C4LDB2	5.2.1.8
A0PU35	5.2.1.8
A0LSU9	5.2.1.8
A9QZQ4	5.2.1.8
Q1C4K7	5.2.1.8
C1CAV7	5.3.1.12
B1LJC7	5.3.1.5
Q7VU12	5.2.1.8
Q15R45	5.2.1.8
B9IU37	5.3.1.24
B1LNM2	5.3.1.1
A9WUW4	5.2.1.8
Q5SKM9	5.2.1.8
A3DDS6	5.3.1.24
B1KB47	5.3.1.5
Q8G204	5.3.1.5
Q9PLZ2	5.6.2.1
B2SMI4	5.2.1.8
B1LJJ3	5.2.1.8
P55991	5.6.2.1
Q665N8	5.3.1.12
Q93A44	5.1.1.-
A9R1P0	5.3.1.12
D7DQH5	5.4.99.25
O68129	5.2.1.8
A5EUT5	5.3.1.1
Q1QL75	5.2.1.8
Q7U804	5.3.1.1
A6UW24	5.3.1.24
B4FHU1	5.2.1.12
A0A140N890	5.1.1.13; 5.1.1.3
Q1CMK0	5.3.1.12
Q9X0C4	5.1.3.14
Q6AJY7	5.4.99.25
A1KIM7	5.3.1.1
P48779	5.3.1.1
B2UAA5	5.4.99.25
P47670	5.3.1.1
Q9X796	5.4.99.12
A8G9Z4	5.4.99.27
Q1MN41	5.4.99.25
P60341	5.4.99.25
Q98BI6	5.4.99.25
B1IQV5	5.4.99.25
A4WWP4	5.4.99.25
C3PNK4	5.4.99.25
B0TXH9	5.4.99.25
A8GWV0	5.4.99.25
A1WXU9	5.4.99.25
Q58008	5.4.99.27
Q8YP17	5.3.1.1
P44830	5.2.1.8
Q6A9J2	5.3.1.1
Q6YQC6	5.2.1.8
C0ZCE4	5.3.1.24
A0A0L0P4F8	5.6.2.1
B0T692	5.3.1.24
Q3KLN5	5.4.99.12
Q63X78	5.2.1.8
Q67SK1	5.2.1.8
P0DF99	5.2.1.8
Q0TQY8	5.3.1.1
Q6N5L2	5.2.1.8
P25053	5.3.99.10
P20167	5.3.1.24
Q97FT6	5.2.1.8
Q47MU1	5.2.1.8
Q3JAJ7	5.2.1.8
Q07ZX7	5.2.1.8
P66932	5.2.1.8
B7MD95	5.2.1.8
Q5HF97	5.2.1.8
B7ULC6	5.3.1.5
C4ZXF6	5.3.1.5
P54273	5.3.1.5
A1B0F4	5.2.1.8
P00943	5.3.1.1
Q2P6Z1	5.2.1.8
B4F161	5.3.1.1
B0RIF1	5.3.1.5
C0MCL4	5.3.1.12
B8ZRP5	5.2.1.8
P47480	5.2.1.8
Q03MQ9	5.2.1.8
C3PI36	5.2.1.8
B1J691	5.2.1.8
P0CI80	5.3.1.5
E0TVS5	5.3.1.5
Q8ZM23	5.3.1.12
A4VL77	5.2.1.8
Q8R4U6	5.6.2.1
C7J0A2	5.6.2.1
A9AJQ9	5.2.1.8
B1LA13	5.3.1.24
Q2FIL9	5.3.1.1
B0BTK6	5.3.1.1
Q9HGY8	5.3.1.1
Q4UWD4	5.3.1.24
Q4L4K5	5.3.1.1
A1VXS1	5.2.1.8
P0DG10	5.3.1.1
B0R4D2	5.6.2.2
Q5V4R4	5.6.2.2
Q8PUB7	5.6.2.2
Q02Y75	5.3.1.5
P19148	5.3.1.5
O83158	5.4.3.-
B0BVJ0	5.2.1.8
A6GZI2	5.3.1.1
P40114	5.6.2.1
P43073	5.3.1.24
B1JHS2	5.2.1.8
Q4KIF9	5.3.1.1
A1AN86	5.2.1.8
B7UIZ9	5.3.1.12
B7N095	5.3.1.12
Q4QPJ6	5.3.1.12
Q5M474	5.3.2.-
P96763	5.3.1.1
Q1DAT1	5.2.1.8
A5W991	5.3.1.1
B7NGD1	5.1.3.22
P72970	5.4.99.-
B7LH20	5.3.1.12
Q8Z3R7	5.3.1.12
P9WHP8	5.4.99.12
P59883	5.4.99.25
Q3IYU1	5.4.99.25
B2IRB1	5.4.99.12
Q0SPF2	5.4.99.12
Q5Z1K7	5.4.99.12
Q7U363	5.4.99.12
Q976I1	5.4.99.27
Q72I65	5.4.99.12
Q11LD0	5.4.99.12
B7JES9	5.3.1.24
A7ZUD3	5.3.1.1
B9KJP3	5.2.1.8
B9E686	5.2.1.8
Q969P6	5.6.2.1
Q6D828	5.2.1.8
B7NJ58	5.2.1.8
B0B7P4	5.3.1.24
B2U4P1	5.2.1.8
Q6LYI7	5.3.1.24
P27099	5.5.1.7
Q8ZGM2	5.4.99.19
Q5GXR2	5.4.99.12
P77816	5.3.3.1
A2BTN6	5.2.1.8
Q30NX0	5.2.1.8
Q5M1S9	5.2.1.8
B6ISY8	5.2.1.8
A5U5F8	5.2.1.8
A5G381	5.3.1.1
Q6A7E7	5.2.1.8
Q8DU62	5.3.2.-
Q0B1U7	5.3.1.5
J9QS23	5.5.1.12
Q6KIK5	5.2.1.8
Q7JNS1	5.3.1.1
Q833J0	5.3.1.1
B7L673	5.2.1.8
Q97L70	5.3.1.12
B5YRY4	5.3.1.12
P77832	5.3.1.5
O06741	5.-.-.-
Q8YFX5	5.3.1.5
A9MC99	5.3.1.12
Q328K0	5.1.3.4
Q0SX87	5.1.3.4
A4IP75	5.3.1.12
Q8W257	5.3.3.13
P17967	5.3.4.1
B1IJF0	5.3.1.23
A4XKS3	5.3.1.23
B2SIW1	5.3.1.23
P0AG18	5.4.99.18
Q5P7I9	5.2.1.8
M4HY05	4.2.3.32; 4.2.3.18; 4.2.3.132; 5.5.1.12
Q1ICA9	5.2.1.8
Q8EV76	5.2.1.8
Q6MTF5	5.2.1.8
A6Q674	5.2.1.8
Q0TQK1	5.2.1.8
B5EF41	5.3.1.1
Q14JZ0	5.3.1.1
B6JPU4	5.3.1.1
B7H094	5.2.1.8
A5N7N9	5.3.1.24
Q9C5V6	5.6.2.2
A1ANJ2	5.3.1.24
B1WT19	5.3.1.24
A0JXN9	5.3.1.5
Q8G3Q1	5.3.1.5
Q11EH9	5.3.1.5
B5YVL8	5.3.1.5
Q0TBN7	5.3.1.5
Q9AM27	5.3.1.12
Q65I34	5.3.1.24
A1WR16	5.2.1.8
Q47FB5	5.2.1.8
P24299	5.3.1.5
Q3BMF2	5.3.1.5
P22857	5.3.1.5
P29441	5.3.1.5
A9R5Q1	5.3.1.5
P30435	5.3.1.5
P39173	5.1.3.15
Q3K204	5.3.1.12
P38893	5.-.-.-
B5XTW7	5.3.1.12
B9DSL9	5.3.1.12
P9WHQ0	5.4.99.-
Q8RDX7	5.3.1.1
B2SEZ7	5.3.1.1
Q8YQX9	5.2.1.8
O83519	5.2.1.8
P9WG48	5.6.2.1
B9MG13	5.2.1.8
A0KYM0	5.2.1.8
P16472	5.6.2.1
Q02FS4	5.3.1.1
B4EU52	5.2.1.8
Q9HV51	5.3.1.1
P04789	5.3.1.1
Q48L25	5.3.1.24
Q7A5Y5	5.6.2.1
