Entry	EC number
P28038	1.14.11.9
A4IKB7	1.8.4.8
Q9ZED2	1.3.1.-
Q5LXY7	1.1.1.94
A3D2L1	1.1.1.267
P45295	1.1.5.12
A0KTT2	1.17.1.8
B8D932	1.1.1.267
Q5HPE6	1.17.1.8
Q9I0R2	1.14.15.3
Q57J69	1.1.1.25
Q55AJ4	1.14.-.-
P48866	1.9.3.1
A5VPA6	1.1.99.1; 1.2.1.8
P16152	1.1.1.184; 1.1.1.197; 1.1.1.189
Q82AK8	1.9.3.1
Q63639	1.2.1.36
O49396	1.14.-.-
P32799	1.9.3.1
P46329	1.2.1.3
Q54DG1	1.2.1.5
Q5AV07	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14
P00186	1.14.14.-; 4.2.1.152
B7GYG4	1.2.1.8
Q1LIL6	1.14.99.60
Q62GR7	1.14.99.60
Q8NE62	1.1.99.1
Q16678	1.14.14.-; 4.2.1.152
Q9UYU5	1.8.1.14
Q2FIA5	1.8.1.14
O48923	1.14.-.-
Q8BJ64	1.1.99.1
Q9D7B6	1.3.8.-
A7X0I7	1.8.1.14
C0RHQ3	1.2.1.8
P84290	1.9.3.1
P79153	1.14.15.6
Q9XWZ2	1.3.99.-
B2SH27	1.14.99.60
P54889	2.7.2.11; 1.2.1.41
Q9B6D5	1.9.3.1
Q3BV37	1.13.11.6
Q7W1T9	1.4.1.21
Q0QFQ1	1.14.13.24
Q9V8M2	1.14.-.-
Q6Z4A7	1.8.4.9
Q9TGD8	1.9.3.1
P48814	1.1.1.1
A0A084R1I4	1.-.-.-
P47575	1.7.1.17
T2G6Z9	1.8.99.2
Q6MUK2	1.7.1.17
D7REY3	1.17.5.2
Q09653	1.14.-.-
Q1RI42	1.9.3.1
E1BHJ4	1.14.13.-
Q8FFM1	2.1.2.13; 1.1.1.305
Q2RNK3	1.14.99.60
Q0J185	1.14.14.137
B2HTV8	1.14.99.60
B0VM45	1.14.99.60
Q0SUV5	1.7.1.17
Q5UQI3	1.14.14.154
B2TRR9	1.7.1.17
Q9YDX4	1.9.3.-
P13516	1.14.19.1
A1K973	1.14.99.60
Q82X64	1.3.-.-
A8A0T8	1.2.1.71
B7M1F8	1.2.1.71
O73686	1.14.14.14
P93846	1.14.14.154
Q7WT72	1.3.99.27
B5EGQ4	1.7.1.17
Q9Z0F5	1.14.99.38
Q75K78	1.5.99.12
D4AY62	1.14.14.-
P9WNH0	1.11.1.18
M1A3D5	1.8.-.-
Q49KG0	1.2.1.10
P49384	1.1.1.1
P43013	1.7.1.17
Q00469	1.3.7.7
P07246	1.1.1.1
Q31DX4	1.7.1.17
Q2G0G1	1.1.1.1
B5F7J0	1.2.1.71
E9Q816	1.14.14.-
Q99W07	1.1.1.1
Q12QJ4	1.17.1.8
A6ZTT5	1.1.1.1
P21134	1.3.99.-
B5BA70	1.2.1.71
Q6XQ67	1.1.1.1
B4TUC3	1.2.1.71
A0A0A2IJP3	1.14.11.-
Q5XI95	1.1.1.1
Q0PHY0	1.2.1.10
A1WLL3	1.2.1.10
B7JV38	1.3.7.7
C9K7B7	1.1.1.85
P08745	1.9.3.1
B1JMD1	1.2.1.71
P37854	1.3.7.7
A2T391	1.3.7.7
Q5NU32	1.4.3.4
Q556K3	1.4.3.4
Q8BW75	1.4.3.4
O97959	1.1.1.1
Q37679	1.9.3.1
Q9WVK8	1.14.14.25
O70537	1.14.14.1
P0AE08	1.11.1.15
Q31BZ0	1.3.7.7
Q31BY9	1.3.7.7
P0A0B7	1.11.1.15
Q6G9C3	1.4.1.1
Q2YVK2	1.11.1.15
P99074	1.11.1.15
Q9I3D1	1.8.1.4
P05414	1.1.3.15
Q7VNP2	1.3.1.-
Q6UEF2	1.-.-.-
O34425	1.2.1.59
P48622	1.14.19.35
O52539	1.3.1.-
A0A023GS28	1.14.11.61; 1.14.11.62
P18925	1.8.1.4
Q2NQW6	1.1.1.94
P9WP78	6.3.2.31; 6.3.2.34; 1.3.8.-
Q31Z75	1.1.5.3
B7HHH6	1.8.4.8
Q8X8Y1	1.1.1.267
P48629	1.14.19.23
Q1IF57	1.17.1.8
C4Z5K1	1.1.1.267
Q7A105	1.1.5.3
A5W9A1	1.17.1.8
Q92LP6	1.1.1.267
O08749	1.8.1.4
P44557	1.1.1.284; 1.1.1.1; 1.1.1.-
P0A0E7	1.8.1.4
Q8FEI9	1.8.4.8
B4UD63	1.1.1.267
B1J085	1.1.1.284; 1.1.1.1; 1.1.1.-
O86963	1.1.3.21
B7LWP0	1.8.4.8
B7UHH4	1.8.4.8
A4UVI1	1.14.19.44
Q84UC0	1.14.19.-; 1.14.19.16
Q6GH12	1.17.1.8
O94727	1.16.1.9
P78615	2.3.1.86; 1.1.1.100; 2.3.1.41
A1AQN8	1.1.1.267
B7MTG4	1.1.1.79; 1.1.1.81
P46103	1.5.1.3; 2.1.1.45
Q8EG14	1.3.1.9
B4T473	1.8.4.8
D4AK45	1.1.1.332
Q8W110	1.16.1.7
B2NI93	1.1.1.347; 1.1.1.354
A1JK30	4.2.1.17; 5.1.2.3; 1.1.1.35
Q1C660	4.2.1.17; 5.1.2.3; 1.1.1.35
P04036	1.17.1.8
B7M0C7	1.17.1.8
A8A3E0	1.14.11.-
B2I7P4	1.1.1.267
Q8EZB6	1.1.1.94
Q9Z7T0	1.2.1.12
Q6F1R6	1.1.1.94
Q7WFC5	1.2.1.38
Q5R778	1.3.8.-
Q7X2C7	1.21.98.3
Q9VMS7	1.14.-.-
Q9AXH0	1.11.1.6
A0B466	1.2.1.38
Q8X1P0	1.11.1.6
B2TQ25	1.2.1.38
Q66JG8	1.14.11.-
F4HV09	1.1.1.-
C3VEQ4	1.14.99.n4
A2SL36	1.2.1.10
Q39Y23	1.2.1.38
B1KD01	1.1.1.25
Q397R0	1.2.1.10
Q9MIY8	1.9.3.1
Q5R7C9	1.-.-.-; 1.1.1.357; 1.1.1.112; 1.1.1.188; 1.1.1.239; 1.1.1.64; 1.3.1.20
Q0JE32	1.1.1.-
Q9TV64	1.3.1.3
Q2FXY1	1.1.1.25
P29648	1.9.3.1
A7NJF9	1.3.7.7
B8D9R6	1.1.1.25
Q99UE2	1.11.1.6
Q2NGV2	1.2.1.38
C1AYB3	1.2.1.10
A0B2F6	1.2.1.8
C5CAN3	1.2.1.38
Q9ZMU4	1.11.1.15
Q30VD9	1.1.1.25
A6L849	1.2.1.38
A7MPE1	1.1.1.25
A6WTS3	1.2.1.38
B1X6D4	1.1.1.25
Q5PK75	1.2.1.38
P51652	1.1.-.-; 1.1.1.149
Q5Z5R7	1.14.13.-
Q9V770	1.14.-.-
Q9PFN3	1.1.1.25
Q4LAB5	1.20.4.4
Q6J541	1.14.14.39
Q9KJE8	1.3.8.3
Q9DCT1	1.1.1.263
Q9HS68	1.1.1.25
P00352	1.2.1.-; 1.2.1.36
Q6J540	1.14.14.39
Q49UH1	1.20.4.4
Q9K8K8	1.20.4.4
Q1T7C2	1.14.19.41
P60586	1.3.8.13
Q8PPG8	1.1.99.1; 1.2.1.8
Q9STL0	1.14.-.-
P93147	1.14.14.90
P0DOW3	1.14.19.37
O65378	1.14.17.4
P05177	1.14.14.-; 4.2.1.152
Q8P5D7	1.1.99.1; 1.2.1.8
Q50EK3	1.14.-.-
Q7WLJ8	1.4.1.21
O93323	1.14.13.-
P41637	1.1.1.195
Q6FDH0	1.4.1.21
P33269	1.14.-.-
P0CU82	1.-.-.-
Q4PNI0	1.13.11.63
Q96062	1.9.3.1
B6SSW8	1.14.-.-
D7UER1	1.14.14.155
C0SPF7	1.14.14.128
Q46GN5	1.3.7.7
Q87DD2	1.14.99.60
Q02318	1.14.15.15
Q09334	1.9.3.1
O47870	1.9.3.1
Q6FCQ0	1.2.1.71
Q3IC91	1.2.1.71
D3J0Z1	1.1.1.332
B4ECZ8	1.2.1.71
P9WPL7	1.14.-.-
Q64410	1.14.14.19; 1.14.14.32
Q01361	1.14.14.1
B5Z2Q6	1.2.1.10
B2V3P0	1.7.1.17
O47428	1.9.3.1
Q7ADE6	1.2.1.71
Q7XMK3	1.-.-.-
B7L6M0	1.2.1.71
A3A9H6	1.-.-.-
O54754	1.2.3.1; 1.17.3.-
B7M2Z9	1.2.1.10
Q2GCS4	1.3.-.-
C3PMV5	1.3.-.-
P10610	1.14.14.1
A8GXM1	1.3.-.-
Q84BZ2	1.14.12.1
P56860	1.8.4.8
P51589	1.14.14.-; 1.14.14.74; 1.14.14.73; 5.4.4.7
A7ZLK8	1.7.1.17
B6HZX7	1.2.1.10
P9WNH1	1.11.1.18
A0A097ZPE8	1.1.1.-
Q34943	1.9.3.1
A9INU2	1.1.1.267
Q99K67	1.5.1.8; 1.5.1.9
Q618G2	1.14.99.-
Q06SC7	1.3.7.7
A8WGA0	1.14.19.53
Q812C9	1.4.3.21
Q6GML1	1.14.18.2
P97224	1.8.5.2
A5F529	1.2.1.71
P9WQC7	1.1.1.1
P05491	1.9.3.1
P28373	1.3.7.7
O68946	1.18.6.1
Q9X814	1.9.3.1
P0C618	1.14.12.3; 1.14.12.11
P72324	1.1.1.1; 1.1.1.-; 1.1.1.284
Q7YRB7	1.4.3.4
P23296	1.14.-.-
Q44261	1.14.99.63
O88962	1.14.18.8
P04372	1.9.3.1
P38013	1.11.1.15
Q29496	1.14.14.1
B1GVX6	1.-.-.-
Q20EX8	1.3.7.7
P17331	1.2.1.12
P30724	1.2.1.13
H2KYS3	1.14.15.15
Q96UF1	1.2.1.12
Q8W2X5	1.14.11.9
B2I325	1.1.1.267
C1EP45	1.1.1.267
Q5MPP0	1.14.18.-
Q72U08	1.1.1.267
Q9Z244	1.7.1.7
Q5F5X0	1.1.1.267
Q0TBM6	1.1.1.130
Q2KNL6	1.1.1.183
B2ITX3	1.1.1.267
P45020	1.10.3.-
P46795	1.2.1.12
B7LWM1	1.17.1.8
Q4WZ68	1.-.-.-
Q1CFF1	1.1.1.267
B9EAY2	1.5.1.5; 3.5.4.9
A2SDP0	1.1.1.94
P80472	1.2.5.2
Q13DA7	1.5.1.5; 3.5.4.9
P9WNZ4	1.14.19.-
P20374	1.9.3.1
P12365	1.11.1.6
Q9BT30	1.14.11.-
P9WQG3	1.3.99.-
Q1ZXA1	1.14.-.-
Q54CS3	1.14.-.-
Q03047	1.14.20.1
P24168	1.11.1.6
A9KHN1	1.2.1.38
Q6ZNB7	1.14.16.5
O60218	1.1.1.300; 1.1.1.54
P0AE52	1.11.1.15
A5I4X1	1.1.1.25
C3NG01	1.1.1.25
B6J3J2	1.1.1.25
Q740I9	1.2.1.38
Q2JMQ3	1.1.1.25
Q5LS56	1.3.1.84
Q87KE4	1.1.1.25
Q92QR7	1.2.1.38
Q8VWZ7	1.14.14.83
C6E5S6	1.1.1.25
Q9CES7	1.1.1.25
I3QBP4	1.14.19.68
C0SJS3	1.14.14.148
P58046	1.14.-.-
Q8THC3	1.1.1.25
O65785	1.14.-.-
Q2UPC7	1.14.14.-
Q9ZUN4	1.14.17.4
Q9UKU7	1.3.8.-
Q43255	1.14.14.157
Q9FR99	1.14.17.4
P31237	1.14.17.4
Q9T467	1.3.7.7
Q7U1B9	1.1.1.1
A1AB46	1.2.1.19
P46952	1.13.11.6
P11310	1.3.8.7
Q8NVG4	1.2.1.3
Q2A3K5	1.14.99.60
A5EQ73	1.14.13.81
A2QX24	1.-.-.-
P03940	1.14.14.16
Q08350	1.1.1.195
Q2FJ80	1.7.-.-
Q5PHV8	1.2.1.19
Q4L4Y7	1.8.1.14
P49419	1.2.1.31; 1.2.1.3; 1.2.1.8
Q64658	1.14.15.4; 1.14.15.5
Q07417	1.3.8.1
Q6DIZ0	1.13.11.6
Q8HXY7	1.3.8.9
Q84HH8	1.2.1.77
P49748	1.3.8.9
Q6XVG2	1.14.14.1
Q27514	1.14.-.-
B0RUZ7	1.13.11.6
Q2G9T9	1.2.1.71
A6U7T3	1.3.-.-
Q5QVX3	1.2.1.71
Q5QE79	1.2.3.1; 1.17.3.-
C3MA28	1.3.-.-
P09440	1.5.1.5; 3.5.4.9; 6.3.4.3
Q9P959	1.-.-.-
Q92112	1.14.14.14
O03170	1.9.3.1
A0A142PTM2	1.1.-.-
A9H9I9	1.7.1.17
Q2JFC9	1.7.1.17
Q9LKN0	1.14.15.7
Q9V6D6	1.14.-.-
O04121	1.14.15.7
Q8CHS7	1.1.-.-
P56591	1.14.14.-; 4.2.1.152
P21595	1.14.14.-
Q55687	1.2.1.80
Q27593	1.14.-.-
Q5YZ19	1.9.3.1
Q28488	1.5.1.25
P56592	1.14.14.-; 4.2.1.152
Q32067	1.3.7.7
B6HUQ4	1.-.-.-
P41645	1.3.7.7
W8JDE0	1.3.1.-
P37845	1.3.7.7
Q88FF8	1.6.5.2; 1.6.-.-
Q35539	1.9.3.1
Q50LG0	1.-.-.-
A1A9T1	1.1.1.79; 1.1.1.81
Q8JZQ5	1.4.3.22
Q9V675	1.14.-.-
Q36675	1.9.3.1
Q7MH21	1.2.1.71
Q1C8A9	1.2.1.71
P18327	1.14.-.-
P11707	1.14.14.1
Q9KNW4	1.2.1.71
P9WQB8	1.1.1.1
P37852	1.3.7.7
Q63688	1.14.14.29
Q7YKW4	1.3.7.7
P55543	1.14.14.-
Q6NSN2	1.4.3.4
Q02928	1.14.14.1; 1.14.14.80
Q6BM09	1.16.1.-
A7FI92	1.4.99.-
Q46JT6	1.1.1.267
Q9CLW3	1.3.1.-
B5FNS6	1.1.5.3
D4N500	1.14.11.31
B5R258	1.1.5.3
Q5PI45	1.1.5.3
Q8ZNG4	1.1.5.3
A9R9D3	1.4.99.-
Q8U147	1.1.1.261
Q9KZK8	6.3.2.31; 6.3.2.34; 1.3.8.-
Q2FYG1	1.1.1.94
Q0T2N9	1.1.5.3
Q5YQS0	6.3.2.31; 6.3.2.34; 1.3.8.-
Q7V1N1	1.17.1.8
Q89AQ8	1.8.1.4
P76553	1.1.-.-
P08843	1.1.1.1
Q48E64	1.17.1.8
Q15TQ4	1.17.1.8
Q88LF2	1.3.1.-
B0CD21	1.1.1.267
A6VCL6	1.17.1.8
Q8Z5B2	1.3.1.-
P64185	1.1.5.3
P0A9P2	1.8.1.4
Q02FR3	1.17.1.8
Q3YRZ5	1.1.1.267
Q07NI7	1.1.1.267
Q8D795	1.3.1.9
Q4J6M3	1.2.99.8
Q74BW4	1.1.1.267
P0DB22	1.1.1.94
Q920R3	1.14.19.44
B0THN7	1.1.1.267
Q6GAB8	1.8.1.4
Q83EP5	1.3.1.9
A8GQX3	1.17.1.8
C0MFI2	1.1.1.94
A6H0N4	1.3.1.9
B9EBE2	1.1.1.267
Q4WAZ4	1.1.1.-
P0A6S9	1.1.1.94
Q9UUG0	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14
Q2NER9	1.3.7.11
B7LLD0	4.2.1.17; 5.1.2.3; 1.1.1.35
Q9ZWB9	1.1.3.20
Q6LTK3	4.2.1.17; 5.1.2.3; 1.1.1.35
P20712	1.5.1.3; 2.1.1.45
Q92211	1.2.1.12
O52631	1.2.1.12
B9E6L4	1.1.1.94
Q6NIZ6	1.5.1.5; 3.5.4.9
O21042	1.9.3.1
A4Y1D5	1.1.1.25
B1MJT8	1.2.1.10
Q0T020	1.1.1.25
P30263	1.11.1.6
Q6EGI3	1.9.3.1
Q8CP09	1.1.1.25
Q96000	1.9.3.1
Q9KW19	1.11.1.6
A1KSA9	1.2.1.38
C1ANS5	1.2.1.38
A9M1W9	1.2.1.38
P17445	1.2.1.8
P48419	1.14.14.81
Q8G1Z8	1.1.99.1; 1.2.1.8
D1MI46	1.14.14.83
Q0TCI0	1.1.1.25
Q01217	1.2.1.38; 2.7.2.8
O81346	1.14.14.156
Q3BSI7	1.2.1.38
C0ZEV2	1.20.4.4
Q9JHW9	1.2.1.36
Q5QXJ3	1.1.1.25
F8S1I0	1.14.14.150
O07299	1.1.1.132
H2DH24	1.14.-.-
Q00985	1.14.17.4
Q1C932	1.1.99.1; 1.2.1.8
P40047	1.2.1.5
Q8HYL8	1.3.3.6
Q63F37	1.7.1.17
P13588	1.9.3.1
Q9R0H0	1.3.3.6
Q600K1	1.7.1.17
D7REY5	1.17.5.2
Q3JFK2	1.4.1.21
Q9NR63	1.14.13.-
Q2R480	1.1.1.44
Q02226	1.9.3.1
A0A084R1K1	1.-.-.-
Q6V0L0	1.14.-.-
Q9LJK2	1.14.14.137
P33517	1.9.3.1
Q0TFI7	2.1.2.13; 1.1.1.305
Q9EPL9	1.3.3.6
B1IXT2	2.1.2.13; 1.1.1.305
Q91W64	1.14.14.1
P77398	2.1.2.13; 1.1.1.305
Q04616	1.3.99.4
Q8TS47	1.4.1.21
Q9NUZ1	1.3.3.-
Q66I59	1.4.1.21
A1VMH6	1.7.1.17
Q9PKX7	1.1.1.44
P41570	1.1.1.44
P41582	1.1.1.44
O08318	1.2.1.38
Q58325	1.4.1.21
Q957T2	1.9.3.1
O84066	1.1.1.44
A6VL68	1.1.1.25
P14545	1.9.3.1
P54208	1.3.7.7
P33274	1.14.14.1
O21399	1.9.3.1
B5ZZC8	1.7.1.17
A7ZLN7	1.2.1.19
C8VP36	1.1.1.44
Q6FCI4	1.2.1.38
P80055	1.14.14.1
B7URJ0	1.2.1.19
Q7VMX4	1.1.1.44
P24455	1.14.14.1
Q215Z0	1.7.1.17
Q220J4	1.7.1.17
Q32RK6	1.3.7.7
P15544	1.9.3.1
Q02R25	2.1.2.13; 1.1.1.305
Q57P18	1.7.1.17
Q05556	1.14.14.1
P26149	1.1.1.145; 5.3.3.1
A5H2Q8	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25
Q9HYA4	1.4.1.21
A9MQU9	1.7.1.17
Q8XRV9	1.4.1.21
Q74ZZ1	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25
P63712	1.14.-.-
Q63BV2	1.7.1.17
P9WPN8	1.14.-.-
Q9HZ17	1.7.1.17
A2BXK2	1.1.1.267
Q8EJR8	1.3.1.-
A1L515	1.14.11.-
Q9L867	1.7.1.17
C9SE96	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25
D1MF76	1.13.11.20
P30043	1.5.1.30; 1.3.1.24
P9WPM6	1.14.-.-
B7GLH3	1.7.1.17
Q64680	1.14.14.1
P63722	1.14.-.-
Q2N6M9	1.3.-.-
B6EML5	1.2.1.71
P19476	1.11.1.15
Q54EN1	1.14.13.-
O01884	1.14.13.-
O93853	1.-.-.-
Q81N10	1.1.1.267
Q7YFV7	1.9.3.1
Q9QYG5	1.14.14.-
P30359	1.1.1.195
O22049	1.10.3.11
Q7NWH3	1.7.1.17
Q4WCF1	1.13.11.6
A0A068ACU3	1.-.-.-
Q8X5J9	1.2.1.10
A8AGG0	1.7.1.17
Q56X52	1.10.3.11
Q5IZM4	1.14.14.154
A9I769	1.14.99.60
B7N8Q8	1.2.1.10
A2R8S7	1.13.11.6
Q6VVX0	1.14.14.24
B6J5G0	1.3.1.9
W7LUF3	1.14.11.-
Q07234	1.2.1.12
C3KT80	1.5.1.5; 3.5.4.9
Q6H5J0	1.3.1.9
O69529	4.1.2.25; 5.1.99.8; 1.13.11.81
Q0PCF4	1.1.1.285
P17201	1.2.5.2
A9BWT7	1.5.1.5; 3.5.4.9
Q9AHY3	4.2.1.17; 5.1.2.3; 5.3.3.8; 1.1.1.35
A2SHP8	1.5.1.5; 3.5.4.9
B5R6X5	1.5.1.5; 3.5.4.9
Q7WJG1	1.5.1.5; 3.5.4.9
A6L2G2	1.5.1.5; 3.5.4.9
A7X0V3	1.5.1.5; 3.5.4.9
A1SED2	1.5.1.5; 3.5.4.9
Q9LUX9	1.6.5.2
Q8U1L3	1.16.-.-
A1KWF4	1.5.1.5; 3.5.4.9
P00378	1.5.1.3
Q6BS64	1.3.1.89
O74731	1.3.1.91
P32462	1.3.1.70
B7UFQ3	1.1.5.3
B6I7H1	1.1.5.3
B3CTT4	1.5.1.5; 3.5.4.9
A5UHH2	1.1.5.3
Q6WNG7	1.14.19.31
A7TQ73	1.3.1.89
Q03FZ5	1.5.1.5; 3.5.4.9
Q5R834	1.2.1.84
C0M7V0	1.5.1.5; 3.5.4.9
E9QUT3	1.1.-.-
B4EG04	1.2.1.38
A9VG72	1.2.1.38
Q5E2E5	1.2.1.38
Q1GYH7	1.1.1.25
B7HB04	1.2.1.38
P45737	1.11.1.6
P00396	1.9.3.1
O99041	1.9.3.1
P07820	1.11.1.6
Q54QD0	1.14.-.-
Q5EFU4	1.14.13.81
Q9WXB4	1.3.7.7
Q8VCX1	1.3.1.3
Q3APK9	1.3.7.7
Q9TGE6	1.9.3.1
B9MKW9	1.1.1.25
P9WPQ8	1.16.3.1
A8MCY4	1.1.1.25
A8AYI7	1.2.1.38
B0TL88	1.2.1.38
B5YE16	1.1.1.25
B5YT01	1.1.1.25
B7LWN0	1.3.8.13
P17444	1.1.99.1; 1.2.1.8
P63622	1.20.4.1
A1TWN6	1.1.1.25
Q9LTM4	1.14.-.-
Q5RF60	1.2.1.3; 1.2.1.94
P22281	1.2.1.3
G3XMC3	1.-.-.-
A1V0S8	1.14.99.60
B5Z0W0	1.2.1.19
Q27640	1.2.1.3
Q9H845	1.3.99.-
P48869	1.9.3.1
B7N4K1	1.2.1.19
P9WPR5	1.13.11.-
Q56694	1.2.1.4
Q852M1	1.2.3.1
P00191	1.14.14.16
P46562	1.2.1.3
Q99807	1.14.13.-
P31718	1.14.-.-
P16640	1.18.1.5
P15540	1.14.14.16
Q7VS76	1.4.1.21
A0A0E4AFG7	1.14.13.182
Q85TA0	1.9.3.1
Q4UT95	1.13.11.6
Q53TZ2	1.1.1.376; 1.1.1.120; 1.1.1.48
A6VZM4	1.14.99.60
P79739	1.14.13.-
Q7W850	1.4.1.21
A0KGY6	2.1.2.13; 1.1.1.305
Q98QP9	1.7.1.17
Q4ZML8	1.14.99.60
Q6P7B9	1.14.19.1
Q5AR34	1.14.11.-
Q9GLD2	1.14.14.19; 1.14.14.32
P9WPP9	1.14.14.154
P9WN78	1.1.5.3
Q9UVC3	1.14.14.154
B7IB81	1.14.99.60
P80456	1.2.3.1; 1.17.3.-
P30607	1.14.14.-
O93297	1.14.14.1
P81786	1.1.1.1
A0K476	1.14.99.60
Q5WVZ4	1.2.1.71
Q9LTH7	1.14.-.-
Q1H145	1.1.1.267
B0JWW6	1.1.1.267
A1VUV2	1.2.1.10
P06267	1.3.7.7
P54207	1.3.7.7
Q27756	1.14.14.1
P51187	1.3.7.7
Q7V2D7	1.3.7.7
Q6G6B3	1.3.8.-
Q9VUF8	1.14.99.22
P80441	1.9.3.1
Q54IT3	1.4.3.4
Q07933	1.18.6.1
P14580	1.14.14.80
A3N8J6	1.3.1.9
C5BWT4	1.1.1.267
Q5HGY8	1.8.1.4
O29853	1.1.99.6
Q0J8A4	1.2.1.12
B5RG99	1.17.1.8
B7NP24	4.2.1.17; 5.1.2.3; 1.1.1.35
P0DB23	1.1.1.94
Q2NFF7	1.3.7.11
P34731	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14
O29786	1.3.7.11
