Entry	EC number
Q8P3J4	2.4.1.321
Q62210	2.3.2.27
Q9LV16	2.4.1.-
Q0RD46	2.8.1.6
Q7XSQ5	2.7.11.1
Q83MG5	2.7.1.16
Q12887	2.5.1.141
O64886	2.5.1.141
A1WHP5	2.5.1.141
C5BDQ5	2.4.2.53
Q5HUR3	2.5.1.19
P59785	5.3.1.8; 2.7.7.13
Q9WVM8	2.6.1.39; 2.6.1.7
B9DMJ0	2.7.8.7
A5GSL0	2.4.2.7
Q9UBX8	2.4.1.-; 2.4.1.274
Q47N45	2.4.2.7
Q5SL36	2.5.1.19
A4XUY1	2.3.2.29
A7H8F4	2.4.2.7
Q3KCC2	2.4.2.53
O84371	2.5.1.19
A8ESP0	2.4.2.7
Q5X592	2.8.1.6
Q8FLA4	2.8.3.21
B0SNZ5	2.7.8.26
Q8PVB4	2.7.8.26
Q4K9V0	2.3.2.29
Q8ZDX7	2.4.2.53
Q10269	2.3.1.26
B3QQR6	2.1.3.15
A9KK15	2.1.1.224
P0C2D8	2.7.2.7
Q1GNH3	2.7.2.8
P0A2W6	2.7.8.7
Q59S72	2.4.1.131
B9IYY2	2.4.2.7
B1Z872	2.7.8.7
Q97EB4	2.7.1.33
Q4J9K4	2.7.11.1
Q8DZA4	2.4.2.7
Q5ABE5	2.4.1.141
Q9LY50	2.7.11.1
P63561	2.7.2.8
Q54766	2.1.3.15
Q9YEK6	2.7.1.71
Q63686	2.7.11.22
Q5QWS1	2.4.2.7
Q28W00	2.7.1.24
A1RUA0	2.7.8.26
Q8Y6W8	2.7.1.24
B5ZSC5	2.7.8.26
A1B474	2.5.1.19
Q8ZH52	2.1.3.15
Q72VU2	2.5.1.141
B8D075	2.7.1.33
Q09437	2.7.11.22
A3CRT9	2.7.2.8
Q8P8J6	2.7.2.8
Q0SRP2	2.4.2.7
P32562	2.7.11.21
A6V1N8	2.4.2.43
Q7MH71	2.7.2.8
Q05602	2.7.8.26
Q8PYC8	2.3.1.-
B7LAS0	2.1.2.13; 1.1.1.305
Q6LYX3	2.3.1.-
Q03W57	2.4.2.7
A0AKG3	2.5.1.141
B7ULI9	2.7.7.3
Q1H1S8	2.5.1.141
Q8Z538	2.4.2.43
Q1LRM9	2.4.2.7
A2BVS6	2.5.1.19
Q5YYJ6	2.7.1.24
Q31DD4	2.7.1.24
B7N2L5	2.7.11.5; 3.1.3.-
O82244	2.4.1.258
Q6BZF9	2.4.2.7
Q6N6C3	2.7.8.7
B7LM78	2.6.1.87
Q9A807	2.7.8.7
Q8FT77	2.5.1.141
B4KSL6	2.1.1.-
Q9X276	2.7.2.7
Q30WB0	2.7.2.1
Q9SN43	2.7.11.1
B2AGR8	2.5.1.141
Q7WPH6	2.1.2.1
P92937	2.7.11.1
Q1LRS0	2.5.1.141
Q03059	2.3.1.6
B0C218	2.5.1.19
Q8H0D3	2.1.1.160
Q9HY65	2.6.1.87
B7MU36	2.7.8.-
B7N9L9	2.4.2.52
A9MAN9	2.7.8.26
A2BQ15	2.1.3.15
C0RIJ9	2.7.8.26
U5NH37	2.4.1.323
Q6AZ50	2.3.2.-
Q1JLI4	2.7.1.33
Q6S9V6	2.3.3.1
Q5RDH5	2.7.11.1; 2.7.11.27; 2.7.11.31; 2.7.11.26
Q8XA39	2.7.8.7
Q9MB38	2.3.1.74
B7NRL6	2.7.8.7
Q2RTK2	2.7.7.3
Q8I7J4	2.5.1.39
Q15NL2	2.1.3.-
Q02DW8	2.7.8.-
O34427	2.7.13.3
Q5LME7	2.1.3.15
Q66B20	2.3.1.109
Q8R666	2.7.8.26
G8BAW7	2.3.1.86; 1.1.1.100; 2.3.1.41
C3LSI7	2.7.7.23; 2.3.1.157
P17818	2.3.1.74
Q3Z0W3	2.7.8.-
P46915	2.4.-.-
Q9MB37	2.3.1.74
A9M2L4	2.7.1.170
Q5RAK8	2.3.1.48
A5UEI8	2.5.1.-
Q0T3Q8	2.1.3.-
Q8TCG5	2.3.1.21
Q93Q17	2.4.2.-
P48396	2.3.1.74
P25125	2.5.1.128
Q49YC9	2.1.3.15
Q2FV56	2.3.1.-
Q7CPC0	2.7.-.-
Q6GAF9	2.3.1.-
O29021	2.8.4.5
O85718	2.1.2.1
B9DGY1	2.7.11.1
Q3B3M9	2.7.7.3
P0A6G5	2.7.7.61
Q2FZF5	2.7.7.3
Q1QDM9	2.7.7.59; 3.1.4.-
Q8DAN9	2.1.3.-
Q83FX9	2.7.7.3
Q87QV4	2.1.3.-
Q9M1D3	2.3.3.16
B8DBK8	2.7.8.-
Q64MK4	2.7.7.3
C3LT53	2.7.7.61
Q9QXS7	2.3.1.-
A8Z1Q8	2.7.7.3
Q9ZS41	2.3.1.74
Q50397	2.3.1.122; 2.3.1.20
B8DH77	2.7.7.3
Q9PEP8	2.7.7.3
Q9SYQ8	2.7.11.1
A0RPV3	2.5.1.-
Q7W4W7	2.3.2.29
B5FCP7	2.5.1.-
Q60CN9	2.7.7.3
B8EBT5	2.7.1.170
A7KAL2	2.7.11.1
A9KCX4	2.7.7.3
A7F0W2	2.7.11.1
Q8NCG5	2.8.2.-
A4YV23	2.7.7.3
P27450	2.7.11.1
Q9BRR6	2.7.1.147
B7NBM2	2.5.1.-
Q5BBC6	2.1.1.17
B7M2G1	2.1.3.-
A8A171	2.1.3.-
Q8EUG2	2.7.7.3
Q8LF80	2.7.11.22; 2.7.11.23
Q6BY28	2.1.1.17
Q3MBD8	2.1.2.1
P76290	2.1.3.-
C1CGQ1	2.7.7.3
A1AC31	2.1.3.-
A1AC32	2.5.1.-
Q9DBC3	2.1.1.57
Q2NTJ8	2.5.1.-
Q8K9U1	2.7.1.24
P22518	2.7.12.1
O74135	2.7.11.1
O35492	2.7.12.1
Q9UAS6	2.1.1.296
Q99LL3	2.8.2.5
Q8VYK9	2.7.11.1
Q88Y75	2.7.1.33
B7M1G0	2.6.1.81
Q8XJM7	2.7.7.3
Q9Z1T6	2.7.1.150
Q9HU20	2.7.13.3
A7Z6F3	2.7.7.7
B7MIN5	2.1.2.1
B4TXB1	2.1.2.9
A9MJ36	2.3.1.16
Q8TUQ5	2.3.1.101
B0U4K9	2.1.2.1
Q8PMJ8	2.7.7.59; 3.1.4.-
Q8ZNA6	2.3.1.16
A3DH61	2.7.7.7
Q8Z4Y9	2.3.1.16
Q9FYC4	2.1.1.325
B5Z123	2.1.2.1
A7U6F2	2.7.7.7
C1CHI6	2.7.1.30
C1CUA3	2.7.1.30
A1WKB4	2.7.1.30
A5ES06	2.7.1.30
Q6FQ55	2.3.1.-
Q6GZP0	2.7.1.-
Q8YBR2	2.7.1.30
P9WP76	4.3.1.32; 2.5.1.147
P9WGI8	2.1.2.1
Q6FQ15	2.4.1.-
Q09537	2.7.11.16
P46859	2.7.1.12
B2TWV5	2.3.1.16
Q95ZV7	2.7.10.1
A1UEB3	2.7.7.68
Q32B62	2.1.2.9
Q53UH5	2.4.1.297
A0A067Z9B6	2.1.1.-
P19821	2.7.7.7
A9LZ86	2.7.7.59; 3.1.4.-
Q5WVX6	2.7.7.59; 3.1.4.-
O05949	2.7.7.7
Q6PR33	2.3.1.178
Q9ZEU8	2.3.1.178
Q9BQI3	2.7.11.1
B7NW64	2.4.2.1
Q9Z9H0	2.7.7.59; 3.1.4.-
A5VYP1	2.5.1.141
B7L543	2.7.1.71
Q5HP24	2.6.1.11
Q6G6P6	2.8.1.6
A9R4B0	2.7.1.71
Q7W2B7	2.7.1.71
P9WPY3	2.7.1.71
Q9FGL5	2.7.10.1
B3EIT1	2.7.1.71
Q6CII9	2.3.1.35; 2.3.1.1
B5EWS0	2.7.1.71
A1WY04	2.1.3.15
Q8EYV8	2.3.1.35; 2.3.1.1
Q4Q9X8	2.3.1.108
Q93IN2	2.4.1.12
Q884U6	2.4.2.7
Q6E213	2.3.1.75; 2.3.1.76
Q1CHP3	2.7.2.1
O84367	2.7.2.4
Q8DGH7	2.7.2.1
Q3MF37	2.5.1.147
P19650	2.3.1.82
B7NA74	2.8.1.6
B4TBG5	2.4.2.53
B5Z928	2.8.1.6
Q7MIV1	2.4.2.7
B2U4S2	2.4.2.7
P80575	2.5.1.54
A8MG25	2.1.1.195
Q6L9W6	2.4.1.244
P11246	2.3.1.5
B3PBR5	2.1.3.15
B1IHE5	2.1.1.195
Q82UP3	2.6.1.11
B5BJN3	2.7.2.8
Q5WW97	2.8.1.6
B2UYK7	2.5.1.19
P17769	3.6.4.-; 2.1.1.-
Q5AV07	2.3.1.86; 4.2.1.59; 1.3.1.9; 2.3.1.38; 2.3.1.39; 3.1.2.14
A7ZHC9	2.8.3.21
Q12UB0	2.7.8.26
Q8EYK8	2.7.8.26
Q32AB6	2.7.2.8
A6QHH7	2.4.2.7
Q756E2	2.4.2.7
B0V8M8	2.7.1.71
P23316	2.4.1.16
Q04NF4	2.1.1.195
P00486	2.3.1.28
B7KN34	2.8.1.6
Q8YZS8	2.7.8.26
A1WNY2	2.3.2.29
B4XYB8	2.3.1.236
A5V8Y6	2.3.2.29
Q0BBS3	2.4.2.7
Q477E8	2.7.1.33
Q899H1	2.7.1.33
B5FBN2	2.7.1.71
Q2PFX0	2.3.2.8
P46551	2.7.11.22; 2.7.11.23
Q3ZZH1	2.7.1.33
P07363	2.7.13.3
Q02636	2.6.1.5
Q54RB2	2.7.11.22
Q44737	2.7.13.3
B1ICZ7	2.4.2.7
Q30S99	2.7.2.8
Q75FU1	2.7.2.8
B0V8X8	2.3.2.29
C5CSF9	2.7.8.7
B7UJ86	2.1.3.15
B1JRD1	2.7.8.7
P13221	2.6.1.1; 2.6.1.3
P54889	2.7.2.11; 1.2.1.41
Q1PE48	2.7.7.41
Q7M9W3	2.1.3.15
Q2P4C1	2.1.3.15
Q4R559	2.6.1.1; 2.6.1.7
A1TVC1	2.7.11.5; 3.1.3.-
B7NBM1	2.1.3.-
Q9LJL9	2.7.11.1
Q99L43	2.7.7.41
P07741	2.4.2.7
A5F5Y3	2.7.1.180
Q65W17	2.7.2.8
A5FK26	2.7.1.33
Q9HRJ8	2.5.1.141
Q63159	2.1.1.64; 2.1.1.114
Q04NG3	2.4.2.7
Q1BT42	2.7.11.5; 3.1.3.-
A5FRG9	2.4.2.21
Q6ALU4	2.4.2.21
Q0TP22	2.4.2.7
Q86IC9	2.1.1.104
B7JSQ5	2.7.1.33
A5G5C1	2.7.1.33
Q00646	2.7.11.22
P17692	2.4.1.19
Q6NHG8	2.7.2.8
Q5R7I7	2.7.11.22
B8HCG9	2.7.8.7
B7KVJ7	2.5.1.141
P43636	2.4.1.132; 2.4.1.257
Q8EXN2	2.4.2.7
O04899	2.1.1.104
O30565	2.4.1.19
Q8FFM1	2.1.2.13; 1.1.1.305
A4G9B3	2.7.1.33
B5YSS0	2.4.2.21
Q11TJ3	2.4.2.7
Q8RCN8	2.7.8.26
Q1C788	2.7.1.170
A3B529	2.7.11.1
B7N583	2.3.1.109
B7J3S7	2.7.1.170
Q28KN6	2.7.1.170
Q9FSB7	2.3.1.74
Q9SBL5	2.3.1.74
B6IBG7	2.3.1.109
Q6DE00	2.5.1.108
Q47EF3	2.7.8.7
Q15WE7	2.1.3.15
B3Q031	2.7.2.8
Q2GHF1	2.1.2.1
Q5FG30	2.1.2.1
A4VWR1	2.7.7.23; 2.3.1.157
P20806	2.7.10.1
P52687	2.7.13.3
A5FJD0	2.5.1.141
B2UER1	2.7.7.3
Q03957	2.7.11.23
C3L2A5	2.7.8.26
Q81QG0	2.7.1.170
A4VVB5	2.7.1.33
Q1BAP9	2.7.7.68
A8A0I3	2.7.1.170
P06515	2.3.1.74
O75752	2.4.1.79
Q54XD0	2.1.1.64; 2.1.1.114
Q1GHM4	2.7.7.3
O04220	2.3.1.74
A8GID0	2.1.3.15
Q9KNH7	2.7.7.23; 2.3.1.157
Q7VDS8	2.1.2.1
Q32JS4	2.1.3.15
B4T803	2.1.3.-
Q9BYG0	2.4.1.206
B5EI15	2.7.8.7
B0TMZ9	2.7.7.3
Q8TDC3	2.7.11.1; 2.7.11.26
Q5XBV1	2.7.7.7
C4K8H4	2.7.8.7
Q7NE72	2.7.8.7
A7IA21	2.1.1.98
Q2YWE7	2.5.1.96
P18886	2.3.1.21
Q5E8L9	2.7.7.3
A8FPF5	2.7.7.3
Q9SXL4	2.7.13.3
Q5P730	2.7.7.3
P9WPD5	2.3.3.16
O13356	2.4.1.16
A2RLV5	2.7.8.7
C6DE43	2.3.1.40; 6.2.1.20
B2GA64	2.7.8.7
P9WPB6	2.1.1.79
P31951	2.3.1.122; 2.3.1.20
Q8Y4E3	2.7.8.-
Q2UGZ7	2.7.11.1
Q8PJK5	2.7.7.3
P08679	2.3.3.16
Q635Z7	2.7.7.3
P9WQP1	2.3.1.122; 2.3.1.20
B1J4E4	2.5.1.-
Q8A3C0	2.7.7.3
A8FL14	2.1.3.-
P49298	2.3.3.16
P68399	2.7.11.1
Q5PMY9	2.5.1.-
Q5PQL4	2.7.1.78
P34575	2.3.3.16
C0Z7P4	2.7.1.33
O34932	2.7.1.24
A6ZU07	2.7.11.1
Q0APC3	2.7.8.7
B1WS35	2.7.7.3
Q8Y8L2	2.7.8.7
Q96M02	2.3.2.-
B7MW65	2.5.1.-
Q9QZL2	2.8.2.17
P9WID4	2.7.1.20
Q9XEC7	2.7.11.-
Q6AJH7	2.7.7.3
A5CU73	2.7.1.33
P56062	2.3.3.16
Q3UEG6	2.6.1.44; 2.6.1.40
Q9A2M2	2.7.1.221
B9DUX7	2.7.7.3
B0CGP5	2.7.7.3
P18334	2.7.11.1
Q67PG9	2.7.7.3
Q6S9V7	2.3.3.1
A5U6X4	2.7.7.3
Q8LG64	2.7.11.22; 2.7.11.23
Q8G5L8	2.7.1.24
Q8FQR2	2.7.1.33
B7MF26	2.4.2.52
Q9SY88	2.3.2.27
B1XHD8	2.1.3.-
Q02720	2.7.11.1
C1CMR5	2.7.7.3
B7MW64	2.1.3.-
O64817	2.7.11.1
Q38WJ7	2.1.2.1
A0PQ17	2.7.7.3
Q0ADM4	2.7.7.3
Q51080	2.1.3.-
P51566	2.7.12.1
A1T732	2.7.7.3
Q89WN9	2.7.1.24
P0DMK3	2.7.1.24
Q7VF27	2.1.3.-
Q30SA5	2.5.1.-
C0Q6X9	2.6.1.81
A5IJ44	2.7.7.3
P10047	2.7.13.3
A1VEK5	2.1.2.1
A8FKI9	2.1.2.1
Q6HMD5	2.7.1.30
Q8YC76	2.7.7.7
Q1J5E4	2.7.1.30
Q002B5	2.5.1.108
Q9ADT1	2.3.1.101
Q9UTG6	2.1.2.9
P0CN20	2.5.1.108
Q2P497	2.7.7.59; 3.1.4.-
B1LZ88	2.1.2.1
P30321	2.7.7.7
Q87AS2	2.1.2.1
A5IXK9	2.1.2.1
Q2L6E3	2.5.1.124; 2.5.1.125
Q3E9X6	2.7.11.-
B5BGV4	2.1.2.9
Q7NBH8	2.1.2.1
Q56Y11	2.5.1.-
Q5JEK6	2.7.1.213
O66131	2.7.1.30
Q4WBL2	2.4.1.-
A4YLX6	2.7.1.30
O75072	2.4.2.-
Q4HVS2	2.4.1.-
B0K643	2.7.1.30
O67379	2.7.7.74; 2.7.8.34
Q4UZR8	2.7.1.30
Q54EW1	2.1.2.1
A5EGB0	2.7.7.89; 2.7.7.42
Q0BM23	2.7.7.7
B8ZS07	2.7.7.68
Q023V5	2.1.2.9
Q1LNG0	2.7.7.59; 3.1.4.-
Q62833	2.7.11.16
B8F542	2.7.7.7
A1KUQ3	2.7.7.7
Q93JY3	2.4.1.213
A9A3A9	2.7.7.7
A6LJD6	2.7.7.23; 2.3.1.157
Q60BB2	2.7.7.59; 3.1.4.-
Q2FHM2	2.1.2.9
Q0TC43	2.8.1.1
Q1AXF2	2.7.7.68
B7NMI9	2.8.1.1
Q8ZD46	2.3.1.16
Q8DLT5	2.7.7.23; 2.3.1.157
B1LF44	2.7.7.89; 2.7.7.42
Q9JJH5	2.7.1.105; 3.1.3.46
Q3A4L9	2.1.2.1
Q6GMK8	2.7.7.13
Q6AFH2	2.7.7.89; 2.7.7.42
P0CN14	2.1.1.43
A4TSJ5	2.7.7.23; 2.3.1.157
C3K5E4	2.7.7.59; 3.1.4.-
Q5U9F2	2.3.1.4
Q30QP2	2.1.2.9
P0DA74	2.7.7.7
Q5PQT3	2.3.1.13; 2.3.1.71
P78615	2.3.1.86; 1.1.1.100; 2.3.1.41
B5Z9V7	2.1.2.1
P46103	1.5.1.3; 2.1.1.45
A5GKR0	2.1.2.9
C4KIS5	2.5.1.41
Q2IWS4	2.1.2.1
Q88YD9	2.7.1.30
Q483Q8	2.4.2.1
B2VH53	2.4.2.1
Q8FA51	2.4.2.1
Q3SRV3	2.1.2.1
O15228	2.3.1.42
Q3AXQ4	2.1.2.9
Q92GH7	2.1.2.1
O69473	2.3.1.41
A8FYV3	2.7.7.7
P44417	2.4.2.1
A0KNH4	2.1.2.1
Q9Z2B5	2.7.11.1
D5BCE4	2.5.1.41
O30511	2.4.1.152
Q6GP95	2.7.1.30
C4ZH69	2.1.2.1
Q5NIE5	2.7.1.30
P63991	2.7.7.7
A7NIF2	2.1.2.1
A9KSH6	2.1.2.1
W7LKY5	2.3.1.-
Q9KVU4	2.1.2.9
B0RN79	2.7.7.89; 2.7.7.42
A1WMX5	2.3.1.180
O43091	2.5.1.91
Q31RU7	2.1.1.195
B1LV19	2.8.1.6
Q0HTY9	2.8.1.6
Q8EDK6	2.8.1.6
C5D683	2.7.2.1
A1SM80	2.8.1.6
C3MJI5	2.1.1.196
B0U6C8	2.7.1.71
Q8KCL0	2.7.1.71
A1A860	2.7.1.71
Q6NH03	2.7.1.71
P62058	2.3.1.35; 2.3.1.1
Q7P0T8	2.3.1.35; 2.3.1.1
Q7SH17	2.7.2.1
B7M1U2	2.7.1.71
P0A6E2	2.7.1.71
A6WTR2	2.7.1.71
P54220	2.5.1.19
A6VAE3	2.7.2.1
Q8N5B7	2.3.1.-; 2.3.1.24
Q04U42	2.5.1.19
A7FLH5	2.7.1.71
Q9SJJ7	2.3.2.27
O80891	2.4.1.-
Q28560	2.7.11.30
A2RJT1	2.7.7.72
Q7XIF5	2.4.1.32
P39010	2.3.1.225
C1GEZ1	2.3.1.35; 2.3.1.1
Q9SB75	2.4.1.-
Q03M28	2.7.7.72
A8YXR2	2.1.3.15
Q0WT40	2.4.1.-
Q9UTQ0	2.7.7.-
A4FWX2	2.5.1.19
B2G7K3	2.1.3.15
E6LHV7	3.1.-.-; 2.7.7.-
B1Y634	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
O23760	2.1.1.68
Q5JJ38	2.7.7.72
Q88W02	2.7.7.72
Q7M7K5	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
A6U2H8	2.7.2.1
Q43046	2.1.1.68
B1MYC1	2.7.7.72
P22682	2.3.2.27
A0B7Z0	2.5.1.19
Q92BE2	2.1.3.15
Q58511	2.7.7.72
O82054	2.1.1.68
Q941L0	2.4.1.12
P9WPY5	2.5.1.19
Q651X6	2.4.1.-
B0RNU6	2.7.7.72; 3.1.3.-; 3.1.4.-; 3.1.3.-
C5WPC2	2.3.1.35; 2.3.1.1
B2UN97	2.5.1.19
Q94GM9	2.4.1.-
Q651X7	2.4.1.-
P0AEC4	2.7.13.3
P94968	2.3.1.-
Q8D921	2.4.2.21
Q8P2X6	2.7.2.1
Q83CU5	2.8.1.6
Q9ZJZ7	2.7.2.4
B9DT06	2.7.2.1
B2IW30	2.5.1.147
A3LTB7	2.4.1.258
C1B4D6	2.4.2.7
P0CZ72	2.5.1.19
A8AJ11	2.3.1.47
A6TT61	2.8.1.6
Q8Z892	2.3.1.47
Q9A652	2.6.1.11
Q2JI33	2.4.2.7
Q63484	2.7.11.1
Q9KC26	2.8.1.6
A6KXB4	2.2.1.-
D4GYH4	2.4.99.21
P28567	2.7.11.22; 2.7.11.23
A7I0N1	2.5.1.19
A0LLU6	2.5.1.19
Q67LM3	2.4.2.7
A8MB38	2.5.1.19
Q6NC44	2.7.2.8
Q0I9Y0	2.5.1.19
Q81M98	2.6.1.11
P21357	2.5.1.54
Q1CHM2	2.1.3.15
Q4FUL1	2.1.3.15
Q83M42	2.4.2.7
Q39CE4	2.8.1.6
A5G6I9	2.3.1.47
A5CWH5	2.5.1.19
Q9FGX1	2.3.3.8
Q635C1	2.7.2.7
P03589	3.6.4.-; 2.1.1.-
Q5WJ42	2.1.1.224
Q0T128	2.3.1.40; 6.2.1.20
B0KLX4	2.3.2.29
A6U5K5	2.7.2.8
Q83JV7	2.3.1.40; 6.2.1.20
A3PJ90	2.3.2.29
Q5M2S6	2.7.8.7
A7FW59	2.7.7.3
A2SD53	2.3.1.47
Q4KC80	2.4.2.43
Q2TAA5	2.4.1.131
A8GH40	2.1.3.15
B4SP02	2.3.2.29
B7HE42	2.4.2.7
A5I7P8	2.7.1.33
A5A6K8	2.6.1.1; 2.6.1.3
A5CSP7	2.4.2.7
Q3ZX54	2.4.2.21
Q3BVM0	2.1.3.15
B7N852	2.1.3.15
Q9HY61	2.4.2.43
A7Z4X1	2.3.1.47
B9E1X2	2.7.2.8
O94320	2.6.1.1
A0PZW4	2.4.2.7
B0SE58	2.5.1.141
A4IJE6	2.7.1.33
B4TZP6	2.7.8.26
C5CIH1	2.4.2.7
Q87L56	2.7.2.8
Q59LF2	2.4.1.132; 2.4.1.257
B5RBK7	2.7.8.26
Q1LS86	2.7.11.5; 3.1.3.-
B1LGY7	2.1.3.15
Q6FJJ9	2.4.1.132; 2.4.1.257
C4XMZ1	2.4.2.21
Q40313	2.1.1.104
P9WQ85	2.3.1.47
A0KIC7	2.3.1.47
B7J3Y7	2.3.1.47
C4Z630	2.1.3.15
B5ZW71	2.7.8.7
B1VH34	2.7.2.8
Q2KAE5	2.7.8.7
Q7U6T8	2.7.7.3
Q7UQA5	2.7.8.7
Q7N158	2.7.1.24
Q3Z730	2.7.2.8
P23573	2.7.11.22; 2.7.11.23
A8A7B3	2.7.11.5; 3.1.3.-
Q8VZJ1	2.1.1.43
Q0CJ59	2.3.1.165
Q322B3	2.7.8.26
Q48N21	2.5.1.19
A8MJ27	2.7.8.7
Q4L811	2.7.1.33
P30589	2.4.1.16
Q49Z76	2.7.1.33
Q8Y8I0	2.7.1.33
Q1MS79	2.7.1.33
Q83R13	2.7.8.26
A5EVW7	2.4.2.7
A4TC38	2.5.1.141
B5XYC7	2.7.11.5; 3.1.3.-
Q99VL4	2.3.1.-
A6VJW6	2.4.2.7
A4FYD7	2.4.2.7
B5E4A8	2.7.7.23; 2.3.1.157
A3MQ44	2.5.1.141
A5ISZ4	2.5.1.19
Q31M81	2.7.1.33
Q9UNA3	2.4.1.-
Q6D8C7	2.1.3.15
Q57878	2.4.2.48
C4ZU95	2.6.1.87
A5V6F9	2.7.1.170
Q9W1V1	2.1.1.-
Q8RD30	2.7.1.170
O27961	2.7.8.26
A5UNI4	2.4.2.48
Q1J2C9	2.7.2.1
Q75IS2	2.7.6.5
Q5JLD8	2.7.11.1
Q24U35	2.7.2.1
Q9C562	2.7.11.1
A4QEE9	2.5.1.141
Q1R9G2	2.6.1.87
Q9PEN0	2.1.3.9
Q6LN40	2.1.3.15
A5GNU1	2.7.1.170
Q0TIC2	2.7.8.-
Q3U3W5	2.1.1.320
B0CAA5	2.7.1.170
C6DF89	2.4.2.52
A3CU85	2.7.7.67
Q1RCI7	2.7.8.-
B5RCC2	2.6.1.87
Q820E7	2.7.8.7
B7LWM0	2.4.2.52
Q4KC84	2.6.1.87
A9WQ86	2.7.2.8
B8IZX1	2.7.8.7
B1IB08	2.7.1.33
A5VQ44	2.7.8.26
C4R7X9	2.4.1.-
B7LS29	2.7.8.-
Q1I642	2.1.3.15
Q9VTG7	2.4.1.135
B5XLR5	2.7.1.33
P26690	2.3.1.170
B7MVB8	2.7.1.170
A7GBL1	2.7.8.26
Q2K8D9	2.7.7.3
Q5XJP0	2.4.1.206
B5ZPR5	2.7.7.3
B1XFV2	2.7.1.170
Q9UXG3	2.7.7.67
A0A0A7XNA3	2.3.1.184
Q6DE15	2.4.1.206
A4X4F2	2.7.7.3
O59023	2.7.2.2
Q1BZ42	2.7.1.170
B5R5F8	2.7.7.3
P80358	2.3.1.109
Q502B3	2.4.1.313
Q499N4	2.5.1.39
Q5PC10	2.7.7.3
Q8ZAN6	2.7.1.33
B0TSA1	2.1.3.-
P0AA84	2.7.8.-
P30584	2.4.1.16
Q9LEL5	2.1.1.116
B5Z4F4	2.3.1.40; 6.2.1.20
O25173	2.5.1.-
Q9KH57	2.3.1.122; 2.3.1.20
Q58277	2.8.4.5
B7JK17	2.7.7.3
A7MSN5	2.7.7.3
P0C2E2	2.7.8.-
A1AF47	2.3.1.40; 6.2.1.20
B2TTH7	2.7.7.61
Q7CIB7	2.1.3.-
B0REL6	2.7.7.3
Q1JFE3	2.1.3.15
B7VHL5	2.7.7.3
Q8NUQ2	2.3.1.-
B6I0S3	2.7.7.61
A4IL76	2.7.8.-
Q9HXX3	2.8.1.7
A7FID3	2.1.3.-
Q8Y241	2.7.1.170
Q17GM7	2.3.3.16
Q9P2K8	2.7.11.1
Q1J593	2.1.3.15
P0AE82	2.7.13.3
B0RRP8	2.7.7.3
P48390	2.3.1.74
P63801	2.7.8.-
A6VAK2	2.5.1.-
